보호구역 아이디,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,관리번호,횡단보도종류,자전거횡단도겸용여부,고원식 적용여부,경도,위도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관 전화번호,데이터기준일자
37,경기도,광명시,밤일안로,경기도 광명시 밤일안로42번길 37,경기도 광명시 하안동 463,0037-W-0001,1,N,N,126.860487293,37.453277645,1,4,6,N,N,N,30,60,N,N,N,N,광명경찰서,182,2021-11-23
18,경기도,광명시,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,0018-W-0001,1,N,N,126.872136055,37.402013566,2,4,9,Y,N,Y,20,70,N,Y,Y,Y,광명경찰서,182,2021-11-23
18,경기도,광명시,가학로,경기도 광명시 가학로 247-55,경기도 광명시 가학동 1053-2,0018-W-0002,1,N,N,126.872033203,37.402059291,2,4,9,N,N,N,30,60,N,N,N,N,광명경찰서,182,2021-11-23
6,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-W-0001,1,N,N,126.84576679,37.44209734,2,4,9,Y,N,Y,20,70,N,Y,Y,Y,광명경찰서,182,2021-11-23
6,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-W-0002,1,N,N,126.845595844,37.442697366,2,4,9,Y,N,Y,20,70,N,Y,Y,Y,광명경찰서,182,2021-11-23
6,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-W-0003,1,N,N,126.845456965,37.442762764,2,4,9,Y,N,Y,20,70,N,Y,Y,Y,광명경찰서,182,2021-11-23
6,경기도,광명시,범안로,경기도 광명시 범안로 657,경기도 광명시 노온사동 361-2,0006-W-0004,1,N,N,126.84556534,37.442841001,2,4,9,Y,N,Y,20,70,N,Y,Y,Y,광명경찰서,182,2021-11-23
43,경기도,광명시,도덕로,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,0043-W-0001,1,N,Y,126.853953392,37.469317261,4,4,22,Y,Y,Y,25,50,N,Y,Y,Y,광명경찰서,182,2021-10-26
43,경기도,광명시,도덕로,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,0043-W-0002,1,N,N,126.854686486,37.46967029,4,4,20,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
43,경기도,광명시,도덕로,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,0043-W-0003,1,N,Y,126.855963491,37.47022084,4,4,20,Y,Y,Y,25,50,N,Y,N,N,광명경찰서,182,2021-10-26
43,경기도,광명시,도덕로,경기도 광명시 도덕로 78,경기도 광명시 광명동 732-1,0043-W-0004,1,N,Y,126.856356625,37.470184843,4,4,19,N,N,N,30,60,N,Y,Y,Y,광명경찰서,182,2021-10-26
36,경기도,광명시,광이로,경기도 광명시 광이로 9-2,경기도 광명시 광명동 156-11,0036-W-0001,1,N,N,126.857990204,37.479643474,1,4,7,N,N,N,30,60,N,Y,N,N,광명경찰서,182,2021-10-26
1,경기도,광명시,광이로,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,0001-W-0001,1,N,N,126.858021164,37.479719585,1,4,8,N,N,N,30,60,N,Y,N,N,광명경찰서,182,2021-10-26
1,경기도,광명시,광이로,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,0001-W-0002,1,N,N,126.858294759,37.48031534,1,4,8,N,N,N,30,60,N,Y,N,N,광명경찰서,182,2021-10-26
1,경기도,광명시,광이로,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,0001-W-0004,1,N,N,126.858493024,37.480747055,1,4,8,N,N,N,30,60,N,Y,N,Y,광명경찰서,182,2021-10-26
1,경기도,광명시,광이로,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,0001-W-0003,1,N,N,126.858592942,37.480782982,1,4,6,N,N,N,30,60,N,Y,N,Y,광명경찰서,182,2021-10-26
1,경기도,광명시,광이로,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,0001-W-0006,1,N,N,126.858554643,37.480843236,1,4,8,N,N,N,30,60,N,Y,N,Y,광명경찰서,182,2021-10-26
1,경기도,광명시,광이로,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,0001-W-0005,1,N,N,126.858475388,37.480818146,1,4,8,N,N,N,30,60,N,Y,N,N,광명경찰서,182,2021-10-26
1,경기도,광명시,광이로,경기도 광명시 광이로 21,경기도 광명시 광명동 135-1,0001-W-0007,1,N,N,126.857504777,37.481095916,1,4,8,N,N,N,30,60,N,Y,N,Y,광명경찰서,182,2021-10-26
2,경기도,광명시,광명로,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,0002-W-0001,1,N,N,126.852948856,37.47630324,6,4,24,Y,Y,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-18
2,경기도,광명시,광명로,경기도 광명시 광명로 866-9,경기도 광명시 광명동 295-58,0002-W-0002,1,N,N,126.853580632,37.477506122,6,4,24,Y,Y,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-18
7,경기도,광명시,너부대로,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,0007-W-0003,1,N,Y,126.84651478,37.477622036,1,4,11,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-18
7,경기도,광명시,너부대로,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,0007-W-0004,1,N,Y,126.84618085,37.477832202,1,4,12,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-18
7,경기도,광명시,너부대로,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,0007-W-0002,1,N,N,126.847390822,37.477300432,1,4,10,N,N,N,30,60,N,Y,Y,Y,광명경찰서,182,2021-10-18
7,경기도,광명시,너부대로,경기도 광명시 너부대로 5,경기도 광명시 광명동 219,0007-W-0001,1,N,N,126.846271067,37.478747534,1,4,8,N,N,N,30,60,N,Y,Y,Y,광명경찰서,182,2021-10-18
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0001,1,N,N,126.846658033,37.470510948,1,4,6,N,N,N,30,60,N,Y,N,Y,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0002,1,N,Y,126.845649198,37.471168441,1,4,9,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0004,1,N,N,126.84655532,37.4721083,1,4,7,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0005,1,N,N,126.846534375,37.472224939,1,4,12,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0006,1,N,N,126.846671572,37.472126703,1,4,12,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0007,1,N,N,126.847241945,37.471749691,1,4,14,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0008,1,N,N,126.848293296,37.471058357,1,4,12,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0010,1,N,N,126.848919648,37.470643397,2,4,12,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0011,1,N,N,126.848840546,37.470754238,3,4,15,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0004,4,N,N,126.850638056,37.466301448,2,4,16,N,N,N,30,60,Y,Y,Y,N,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0002,1,N,Y,126.85079446,37.466679852,2,4,10,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0001,1,N,N,126.851146463,37.467123522,2,4,15,N,N,N,30,60,N,Y,Y,Y,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0005,1,N,N,126.852115412,37.467124153,4,4,12,Y,Y,Y,20,55,N,Y,Y,Y,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0006,1,N,N,126.852399846,37.467127731,2,4,11,Y,Y,Y,20,55,N,Y,Y,Y,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0007,1,N,N,126.852239682,37.46725761,2,4,19,Y,Y,Y,20,55,N,Y,Y,Y,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0010,2,N,N,126.852257172,37.467130196,2,4,23,Y,Y,Y,20,55,N,Y,Y,Y,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0009,2,N,N,126.852257172,37.467130196,2,4,23,Y,Y,Y,20,55,N,Y,Y,Y,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0008,1,N,N,126.852890264,37.467194973,2,4,10,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
13,경기도,광명시,덕단이로,경기도 광명시 덕단이로 29,경기도 광명시 광명동 735,0013-W-0003,1,N,N,126.850831579,37.466538274,2,4,4,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0003,1,Y,N,126.845535745,37.470720837,6,4,26,Y,Y,Y,30,120,N,Y,Y,Y,광명경찰서,182,2021-10-26
3,경기도,광명시,목감로,경기도 광명시 목감로 34-6,경기도 광명시 광명동 365-38,0003-W-0009,1,N,N,126.848765488,37.470745485,1,4,12,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-26
27,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,0027-W-0001,1,N,N,126.868242747,37.490611344,2,4,6,Y,N,N,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
27,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,0027-W-0002,1,N,Y,126.867945954,37.490575774,2,4,7,Y,N,N,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
27,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,0027-W-0007,1,N,N,126.867863768,37.490592691,2,2,6,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
27,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,0027-W-0006,1,N,Y,126.867645331,37.490049827,2,6,9,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0001,1,N,Y,126.868085531,37.48795743,2,5,7,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0002,1,N,N,126.868267302,37.487648942,2,2,9,N,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0003,1,N,N,126.868433217,37.487594989,4,4,17,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0004,1,N,N,126.868184987,37.487481357,4,4,17,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0005,1,N,N,126.868344512,37.487423859,2,4,9,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0006,2,N,N,126.868309226,37.48754044,4,4,20,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0007,2,N,N,126.868331534,37.48755552,4,4,19,Y,N,Y,30,240,N,N,N,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0008,1,N,N,126.867092286,37.486978005,4,4,16,N,N,N,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0009,1,N,N,126.86862533,37.486861818,2,2,8,N,N,N,30,60,N,Y,N,N,광명경찰서,182,2021-10-08
14,경기도,광명시,시청로,경기도 광명시 시청로138번길 8,경기도 광명시 철산동 87,0014-W-0010,1,N,N,126.868760162,37.486383687,2,4,6,Y,N,N,30,60,N,Y,N,N,광명경찰서,182,2021-10-08
9,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,0009-W-0001,1,N,N,126.872710752,37.477539615,8,8,32,Y,N,Y,60,240,N,Y,Y,N,광명경찰서,182,2021-10-08
9,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,0009-W-0002,1,N,N,126.872476787,37.477469495,8,8,32,Y,N,Y,60,240,N,Y,Y,N,광명경찰서,182,2021-10-08
9,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,0009-W-0003,1,N,N,126.872468094,37.477733841,2,4,8,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
9,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,0009-W-0004,1,N,N,126.872710353,37.477273943,3,4,8,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
9,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,0009-W-0005,1,N,N,126.8722425,37.478232434,2,4,7,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
40,경기도,광명시,철산로,경기도 광명시 철산로29번길 12,경기도 광명시 철산동 241-4,0040-W-0001,1,N,Y,126.868884387,37.477677972,2,6,7,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0001,1,N,N,126.872802893,37.471239232,5,4,18,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0002,1,N,N,126.872688843,37.470992717,4,4,16,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0003,1,N,N,126.872420438,37.47101155,1,2,6,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0004,1,N,N,126.871783542,37.470581469,4,4,18,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0005,1,N,N,126.871743005,37.470416917,4,2,13,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0006,1,N,N,126.873432168,37.470520369,3,2,18,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0007,1,N,N,126.873367394,37.470359311,5,4,16,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0008,1,N,Y,126.874057478,37.469341558,4,6,15,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0009,1,N,N,126.874252049,37.469252874,1,2,7,N,N,N,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0010,1,N,N,126.87451022,37.468707757,6,4,18,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0012,1,N,N,126.874482974,37.468427791,4,4,20,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0011,1,N,N,126.874872876,37.46853627,5,4,21,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,하안로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0013,1,N,N,126.874809907,37.468396396,5,4,18,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
19,경기도,광명시,철망산로,경기도 광명시 철망산로 68,경기도 광명시 하안4동 23,0019-W-0001,1,N,N,126.875794712,37.469096779,4,4,11,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
19,경기도,광명시,철망산로,경기도 광명시 철망산로 68,경기도 광명시 하안4동 23,0019-W-0002,1,N,N,126.876084407,37.469268463,4,4,12,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
19,경기도,광명시,철망산로,경기도 광명시 철망산로 68,경기도 광명시 하안4동 23,0019-W-0003,1,N,N,126.877285672,37.469988347,4,4,12,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
35,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,0035-W-0001,1,N,N,126.875735494,37.467274269,4,4,11,Y,N,Y,30,180,N,Y,Y,N,광명경찰서,182,2021-10-08
35,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,0035-W-0002,1,N,N,126.875901829,37.467078663,4,4,11,Y,N,Y,30,180,N,Y,Y,N,광명경찰서,182,2021-10-08
35,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,0035-W-0003,1,N,N,126.875702701,37.467122401,2,2,7,N,N,Y,30,180,N,Y,Y,N,광명경찰서,182,2021-10-08
35,경기도,광명시,하안로,경기도 광명시 하안로 361,경기도 광명시 하안동 681-4,0035-W-0004,1,N,N,126.875936111,37.467228175,2,2,7,N,N,Y,30,180,N,Y,Y,N,광명경찰서,182,2021-10-08
32,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,0032-W-0001,1,N,N,126.877909971,37.466108443,4,4,11,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
32,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,0032-W-0002,1,N,N,126.879815625,37.467163246,4,4,17,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
32,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,0032-W-0003,1,N,N,126.879836227,37.467444032,2,4,10,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
32,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,0032-W-0005,1,N,N,126.880054064,37.467180201,2,4,11,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
32,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,0032-W-0004,1,N,N,126.880080786,37.467311327,4,4,16,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
32,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,0032-W-0007,2,N,N,126.87995108,37.46724621,4,4,20,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
32,경기도,광명시,안현로,경기도 광명시 안현로 59,경기도 광명시 하안동 13-3,0032-W-0006,2,N,N,126.87995108,37.46724621,4,4,20,Y,N,Y,30,240,N,Y,Y,N,광명경찰서,182,2021-10-08
27,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,0027-W-0003,2,N,N,126.868108422,37.490594003,2,2,16,Y,N,N,30,120,N,Y,N,N,광명경찰서,182,2021-10-08
27,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,0027-W-0004,2,N,N,126.868076151,37.490597439,2,2,16,Y,N,N,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
27,경기도,광명시,사성로,경기도 광명시 시청로 139,경기도 광명시 철산1동 58,0027-W-0005,1,N,N,126.868068942,37.4906502,2,5,15,Y,N,N,30,120,N,N,N,N,광명경찰서,182,2021-10-08
15,경기도,광명시,철망산로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0014,1,N,N,126.873132703,37.468152876,4,2,19,N,N,Y,30,60,N,Y,Y,N,광명경찰서,182,2021-10-08
15,경기도,광명시,철망산로,경기도 광명시 하안로 392,경기도 광명시 철산동 555,0015-W-0015,1,N,N,126.873040758,37.468035437,5,4,18,Y,N,Y,30,120,N,Y,Y,N,광명경찰서,182,2021-10-08
16,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,0016-W-0001,1,N,N,126.86383667,37.483047424,2,6,8,Y,Y,Y,30,60,N,Y,N,N,광명경찰서,182,2021-11-15
16,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,0016-W-0002,1,N,N,126.864022778,37.483572215,2,4,8,Y,Y,Y,30,60,N,Y,Y,N,광명경찰서,182,2021-11-15
16,경기도,광명시,연서일로,경기도 광명시 연서일로 25,경기도 광명시 철산동 78-4,0016-W-0003,1,N,N,126.864164809,37.484054035,2,3,8,Y,Y,Y,30,60,N,Y,N,N,광명경찰서,182,2021-11-15
9,경기도,광명시,철산로,경기도 광명시 철산로 59,경기도 광명시 철산동 243,0009-W-0006,1,N,Y,126.872876723,37.476916152,3,5,10,N,N,N,30,60,N,Y,N,N,광명경찰서,182,2021-11-24
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0001,1,N,N,126.883363321,37.412067398,2,6,6,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0002,1,N,N,126.882106138,37.41146268,2,6,10,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0003,1,N,N,126.881908566,37.411504382,2,6,10,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0004,1,N,N,126.881761519,37.411908348,2,6,10,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0005,1,N,N,126.881822126,37.411336882,2,6,10,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0006,1,N,Y,126.880781338,37.413467034,4,5,20,Y,Y,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0007,1,N,N,126.880828311,37.413567063,4,4,20,Y,Y,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0008,1,N,N,126.880832174,37.413563317,4,4,20,Y,Y,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0009,1,N,Y,126.880884359,37.413660856,4,5,20,Y,Y,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0010,1,N,Y,126.880936758,37.413513022,2,5,10,Y,Y,Y,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0011,1,N,Y,126.881191464,37.413501075,1,5,7,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0012,1,N,Y,126.881245747,37.413405476,2,5,7,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0013,1,N,N,126.881655343,37.413262912,2,5,7,Y,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0014,1,N,N,126.88174941,37.413292743,1,5,7,Y,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0015,1,N,N,126.88181878,37.413206026,2,5,7,Y,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0016,1,N,N,126.881738044,37.413234127,2,5,10,Y,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0017,1,N,N,126.881734238,37.413235452,2,5,10,Y,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
25,경기도,광명시,양달로,경기도 광명시 양달로10번길 8,경기도 광명시 일직동 377,0025-W-0018,1,N,Y,126.882271584,37.414169981,2,5,7,N,N,N,70,90,N,Y,Y,Y,광명경찰서,182,2021-11-05
