보호구역아이디,관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로종류,규격여부,경도,위도,보차분리여부,연속형여부,설치년도,관리기관명,관리기관전화번호,데이터기준일자
21,0021-B-0001,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,한내천 인근,1,3,10,360,11,1,Y,126.886467334,37.449505478,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0002,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,금하로 육교 인근,1,3,10,360,11,1,Y,126.887716535,37.450094891,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0005,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하초 후문 인근,1,3,10,360,15,1,Y,126.888078131,37.449477573,Y,Y,,광명경찰서,182,2021-10-26
33,0033-B-0006,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,파랑새유치원 주변 놀이터 10m이내,1,1,10,360,6,1,Y,126.882348876,37.461966622,Y,Y,,광명경찰서,182,2021-10-14
22,0022-B-0001,경기도,광명시,한내일로,경기도 광명시 한내일로 5,경기도 광명시 소하동 1287,운산고 정문 전방10m이내,1,3,10,360,8,1,Y,126.883988641,37.45451432,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0021,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,광명 소하도서관 앞,1,3,10,360,15,1,Y,126.88837279,37.445481576,Y,Y,,광명경찰서,182,2021-10-26
33,0033-B-0008,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,파랑새유치원 진입로,1,1,7.5,200,5,2,Y,126.881985686,37.462292537,Y,Y,,광명경찰서,182,2021-10-14
21,0021-B-0003,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하지구대 진입로,1,3,7.5,200,5,2,Y,126.888089626,37.449811434,Y,Y,,광명경찰서,182,2021-10-26
20,0020-B-0006,경기도,광명시,안현로,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1,연서초후문인근 아파트진입 방지턱,1,1,7.5,200,5,2,Y,126.881188762,37.465943401,Y,Y,,광명경찰서,182,2021-10-01
20,0020-B-0007,경기도,광명시,안현로,경기도 광명시 안현로 80-2,경기도 광명시 하안동 25-1,연서초정문인근 아파트 진입,1,1,7.5,200,5,2,Y,126.880823226,37.466311323,Y,Y,,광명경찰서,182,2021-10-01
11,0011-B-0011,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,"가림중 정문 인근, 아파트진입로",1,1,7.5,200,5,2,Y,126.880456145,37.457798119,Y,Y,,광명경찰서,182,2021-10-14
11,0011-B-0012,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,707동 아파트 진입로,1,1,7.5,200,5,2,Y,126.879873145,37.458503994,Y,Y,,광명경찰서,182,2021-10-14
11,0011-B-0013,경기도,광명시,금당로,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,"가림초 정문인근, 아파트 진입로",1,1,7.5,200,3,2,Y,126.879470209,37.458932007,Y,Y,,광명경찰서,182,2021-10-14
33,0033-B-0009,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,702동 1202동 사이 대로변,1,1,10,360,20,1,Y,126.881170093,37.460913816,Y,Y,,광명경찰서,182,2021-10-14
33,0033-B-0010,경기도,광명시,하안로,경기도 광명시 하안로 284,경기도 광명시 하안동 110-3,뉴코리아나빌딩 앞 아파트진입로,1,1,7.5,200,5,2,Y,126.881571715,37.461542998,Y,Y,,광명경찰서,182,2021-10-14
30,0030-B-0001,경기도,광명시,오리로,경기도 광명시 오리로 619번길 10,경기도 광명시 하안동 241-2,예솔유치원 앞,1,1,7.5,200,4,2,Y,126.878058847,37.456482652,Y,Y,,광명경찰서,182,2021-10-08
38,0038-B-0004,경기도,광명시,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,솔라가드 프리미엄 인근,1,1,7.5,200,5,2,Y,126.882568235,37.455366064,Y,Y,,광명경찰서,182,2021-10-12
38,0038-B-0005,경기도,광명시,한내로,경기도 광명시 한내로13번길 17,경기도 광명시 소하동 1283-1,수품당 쌀 베이커리 인근,1,1,7.5,200,5,2,Y,126.88276856,37.455026834,Y,Y,,광명경찰서,182,2021-10-12
21,0021-B-0008,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하중 후문 인근,1,3,10,360,15,1,Y,126.888119487,37.44863221,Y,Y,,광명경찰서,182,2021-10-26
21,0021-B-0009,경기도,광명시,소하일로,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328,소하중 후문 인근,1,3,10,360,15,1,Y,126.888122803,37.448526124,Y,Y,,광명경찰서,182,2021-10-26

