,안전시설명,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
1763,돈까스명장,경기도 의정부시 녹양로 107,경기도 의정부시 녹양동 378-3,37.7602168112,127.0347325914,S
1764,세븐일레븐(녹양2호점),경기도 의정부시 진등로 19,경기도 의정부시 녹양동 382-14,37.7597657847,127.0323626733,S
1765,신도세탁소,경기도 의정부시 진등로19번길 31,경기도 의정부시 녹양동 384-13,37.7597408538,127.0306258467,S
1766,참다운어린이집,경기도 의정부시 비우로99번길 12,경기도 의정부시 녹양동 83-93번지,37.759022558,127.0381685947,S
1767,경희대갈멜태권도,경기도 의정부시 오목로 110,경기도 의정부시 민락동 576번지 민락청구아파트 상가,37.7369737811,127.0938040137,S
1768,서울세탁소,,경기도 의정부시 민락동 735-5번지 송산푸르지오,37.7430338064,127.0895031841,S
1769,숲스토리,경기도 의정부시 용민로 98,경기도 의정부시 민락동 744-1번지,37.7383536122,127.0888367039,S
1771,CU새말단호박점,경기도 의정부시 금신로296번길 17,경기도 의정부시 신곡동 107-6번지,37.7449923376,127.0651112827,S
1772,CU(신곡중앙점),,경기도 의정부시 신곡동 483,37.7401817935,127.0609286303,S
1773,한라태권도,경기도 의정부시 추동로 43,경기도 의정부시 신곡동 669번지 극동동성 종합상가,37.7449081281,127.0594251351,S
1774,CU신곡점,경기도 의정부시 추동로 13,경기도 의정부시 신곡동 673-6번지 대명상가,37.7431431898,127.0574606433,S
1775,케잌오페라,경기도 의정부시 능곡로 71,경기도 의정부시 신곡동 685 상가 1층,37.7439781388,127.0614056238,S
1776,GS25(신곡본점),,경기도 의정부시 신곡동 725-3번지 장암주공5단지,37.7276518653,127.0581088914,S
1777,경희대석사충효태권도,경기도 의정부시 회룡로 221,경기도 의정부시 신곡동 725-3번지 장암주공5단지 상가 3층,37.7276518653,127.0581088914,S
1778,안경매니아,경기도 의정부시 동일로 456,경기도 의정부시 신곡동 726-1,37.7290281323,127.0597802402,S
1779,정운마트,,경기도 의정부시 신곡동 727-1,37.7286592752,127.0599639933,S
1780,경희대 선무태권도,경기도 의정부시 추동로124번길 30,경기도 의정부시 신곡동 73-32번지 201호,37.7463378666,127.0682589314,S
1781,cu아이원점,경기도 의정부시 추동로91번길 15,경기도 의정부시 신곡동 755-2번지,37.7480518596,127.0637653048,S
1782,CU(의정부청사점),경기도 의정부시 추동로140번길 44,경기도 의정부시 신곡동 803-3번지,37.7468610382,127.0683694009,S
1783,신곡최강태권도,경기도 의정부시 능곡로 66,경기도 의정부시 신곡동 98번지 신명아파트 상가 2층,37.7433305094,127.0617613059,S
1784,쌍용키즈태권도,경기도 의정부시 용민로7번길 54,경기도 의정부시 용현동 391-19 건영아파트상가,37.7366772044,127.0786429272,S
1785,다래홈마트,경기도 의정부시 부용로 235,경기도 의정부시 용현동 547-13번지 송산주공1단지 상가,37.7479267927,127.0814736682,S
1786,이디야커피 용현점,경기도 의정부시 용민로 84,경기도 의정부시 용현동 554-5번지,37.7377092834,127.0875804742,S
1787,미래마트,경기도 의정부시 신흥로317번길 18,경기도 의정부시 의정부동 410-10번지,37.7446250516,127.0419129428,S
1788,의정부의료원,경기도 의정부시 흥선로 142,경기도 의정부시 의정부동 433,37.7410761753,127.0425136635,S
1789,장암최강태권도,경기도 의정부시 회룡로192번길 33-8,경기도 의정부시 장암동 17-17번지,37.7252836266,127.0563073492,S
1791,또바기자전거,경기도 의정부시 회룡로 95,경기도 의정부시 호원동 10-3번지 한신2차아파트 상가동 103호,37.7260311096,127.0443310738,S
1792,세븐일레븐(호원점),경기도 의정부시 회룡로 107,경기도 의정부시 호원동 10-42번지,37.725991431,127.0457270822,S
1793,신성공인중개사,경기도 의정부시 전좌로156번길 47,경기도 의정부시 호원동 309-80,37.7222855604,127.0430264069,S
1794,호동문구,경기도 의정부시 신흥로 146-1,경기도 의정부시 호원동 345-8,37.7291661528,127.0439260268,S
1795,GS25(호동점),경기도 의정부시 호동로 50,경기도 의정부시 호원동 360번지 호원가든1차 상가,37.7291945933,127.0419626185,S
1796,천일부동산,,경기도 의정부시 호원동 430 우성상가 107호,37.7239203593,127.0485879214,S
1797,cu호원현대점,경기도 의정부시 평화로 148,경기도 의정부시 호원동 467번지,37.7049374258,127.0483287086,S
1798,이천시-창건태권도,경기도 이천시 단월로38번길 1,경기도 이천시 단월동 536-3번지,37.2218994504,127.4503138618,S
1799,이천시-종합슈퍼,경기도 이천시 대월면 경충대로2003번길 118,경기도 이천시 대월면 사동리 311-5번지,37.2418666735,127.4907208781,S
1800,이천시-장미슈퍼,경기도 이천시 대월면 경충대로2003번길 56-3,경기도 이천시 대월면 사동리 327-29번지,37.2440301291,127.4918255738,S
1801,이천시-CU(이천아이파크점),경기도 이천시 대월면 경충대로2041번길 169,경기도 이천시 대월면 사동리 441-8번지,37.2450568252,127.4832224357,S
1802,이천시-소리울슈퍼,경기도 이천시 모가면 진상미로1067번길 42,경기도 이천시 모가면 송곡리 340-6번지,37.1508770698,127.4822184895,S
1803,이천시-광명이발관,경기도 이천시 백사면 청백리로 222-3,경기도 이천시 백사면 도지리 427-2번지,37.3088491632,127.4847542872,S
1804,이천시-CU편의점(이천백사점),경기도 이천시 백사면 청백리로 77,경기도 이천시 백사면 모전리 533-1번지,37.3040329229,127.4701423966,S
1805,이천시-세븐일레븐(이천백사점),경기도 이천시 백사면 현방로 71-1,경기도 이천시 백사면 현방리 85-35번지,37.3396144036,127.4915329914,S
1806,이천시-GS25시(이천부발무촌리점),경기도 이천시 부발읍 무촌로 149,경기도 이천시 부발읍 무촌리 223-4번지,37.285278043,127.4885608293,S
1807,이천시-CU(이천신원점),,경기도 이천시 부발읍 신원리 565-30번지 신세계아파트,37.2918406117,127.5063180864,S
1808,이천시-씽크빅문구,경기도 이천시 부발읍 대산로 484,경기도 이천시 부발읍 신하리 370-5번지,37.2604341966,127.4794861542,S
1809,이천시-미미세탁소,경기도 이천시 부발읍 신아로92번길 74-21,경기도 이천시 부발읍 아미리 592-44번지,37.256748943,127.4917114297,S
1810,이천시-원탑 식자재마트,경기도 이천시 부발읍 경충대로2050번길 15-67,경기도 이천시 부발읍 아미리 673번지,37.2513134731,127.4916781965,S
1811,이천시-용인비호태권도,경기도 이천시 부발읍 황무로2065번길 72-34,경기도 이천시 부발읍 응암리 109-10번지,37.2408472452,127.5168781633,S
1812,이천시-오피스디포,경기도 이천시 증신로248번길 12,경기도 이천시 송정동 102-20번지,37.2945949338,127.4442298719,S
1813,이천시-송정문구팬시,경기도 이천시 증신로291번길 137,경기도 이천시 송정동 314-4번지,37.2952652109,127.4330933001,S
1814,이천시-준(JUN)합기도체육관,경기도 이천시 증신로291번길 137,경기도 이천시 송정동 314-4번지 201호 준 합기도 체육관,37.2952652109,127.4330933001,S
1815,이천시-신둔농협(도암지점),경기도 이천시 신둔면 원적로 441,경기도 이천시 신둔면 도암리 347-10번지,37.3197697249,127.441739551,S
1816,송암kids태권도,경기도 이천시 신둔면 증신로 561,경기도 이천시 신둔면 도암리 352-15번지 2층 송암키즈태권도,37.3191116073,127.4415369053,S
1817,이천시-CU편의점(이천신둔점),경기도 이천시 신둔면 경충대로 3114,경기도 이천시 신둔면 수광리 137-2번지,37.3050799897,127.4046935139,S
1818,이천시-배영문구수퍼,경기도 이천시 율면 고당로 49,경기도 이천시 율면 고당리 729-11번지,37.0879515673,127.5418572846,S
1819,이천시-보통상회,경기도 이천시 장호원읍 장감로 45,경기도 이천시 장호원읍 장호원리 110-3번지,37.1166366407,127.6277578012,S
1820,이천시-GS25시(장호원점),경기도 이천시 장호원읍 샘재로 159,경기도 이천시 장호원읍 장호원리 113-10번지,37.1172564219,127.6297849726,S
1821,이천시-총괄우체국(이천),경기도 이천시 경충대로 2610,경기도 이천시 중리동 456-20번지,37.2756469017,127.4429353935,S
1822,이천시-hy동이천점,경기도 이천시 이섭대천로1177번길 20,경기도 이천시 중리동 460-10번지,37.2757294875,127.4460485661,S
1823,이천시-로뎀문구,경기도 이천시 이섭대천로 1411,경기도 이천시 증포동 210-1번지,37.2938786533,127.4556709026,S
1824,이천시-세븐일레븐(이천증포점),경기도 이천시 이섭대천로1439번길 4,경기도 이천시 증포동 215-2번지,37.2963489947,127.4570572516,S
1825,이천시-CU(이천고점),,경기도 이천시 증포동 404-2번지 하이힐파크,37.2872944503,127.4460515919,S
1826,이천시-CU(이천문화센터점),경기도 이천시 영창로256번길 4,경기도 이천시 창전동 460-5번지,37.280518076,127.4509973104,S
1827,이천시-GS25시(이천매곡점),경기도 이천시 호법면 이섭대천로 98,경기도 이천시 호법면 매곡리 196-4번지,37.2152551584,127.3940542578,S
1828,정원노인요양원,경기도 파주시 광탄면 장지산로200번길 32-83,경기도 파주시 광탄면 분수리 28-15,37.7546345117,126.8863625808,S
1829,정원치매노인요양센터,경기도 파주시 광탄면 장지산로200번길 32-83,경기도 파주시 광탄면 분수리 28-16,37.7545109916,126.8868744395,S
1830,광탄 대일할인마트,경기도 파주시 광탄면 큰여울길 27,경기도 파주시 광탄면 신산리 184-24번지,37.7794874327,126.8484446561,S
1831,광탄 굿모닝25시,경기도 파주시 광탄면 동거리길 28,경기도 파주시 광탄면 신산리 215-20번지,37.7810498855,126.8490214529,S
1832,교하 코사마트,경기도 파주시 교하로 1389,경기도 파주시 교하동 331-4번지,37.7534936409,126.7456895244,S
1833,모범약국,경기도 파주시 황골로 93,경기도 파주시 금촌동 791-11,37.7555965353,126.7792702656,S
1834,해법정문보습학원,경기도 파주시 동산3길 38-12,경기도 파주시 금촌동 931-13번지,37.7608296034,126.7699101409,S
1835,교하 산뜨락곤드레,경기도 파주시 교하로681번길 16,경기도 파주시 동패동 1096-5,37.7092160911,126.7037878568,S
1836,코사마트(13단지),,경기도 파주시 동패동 1704번지 책향기마을상록경남아너스빌,37.7217465281,126.7189379585,S
1837,삼성스토어 운정,경기도 파주시 미래로 304,경기도 파주시 동패동 21번지 미래로 304호,37.7048544497,126.7464096336,S
1838,세븐일레븐(파주해솔로점),,경기도 파주시 목동동 647번지 해솔마을1단지두산위브,37.7290207392,126.7439178975,S
1840,문산 중앙문구,경기도 파주시 문산읍 문산로 34,경기도 파주시 문산읍 문산리 40-6번지,37.8571874237,126.7830679774,S
1841,법원 코사마트,경기도 파주시 법원읍 사임당로 847,경기도 파주시 법원읍 대능리 88-41번지 사임당로 847,37.8491580641,126.8750205913,S
1842,파주보육원,경기도 파주시 법원읍 술이홀로 996,경기도 파주시 법원읍 법원리 515,37.8583167129,126.880411209,S
1843,행복할인마트,,경기도 파주시 법원읍 법원리 525-3번지 리더스빌,37.8554167956,126.8774231159,S
1844,CU(금촌동문점),경기도 파주시 정담길 61,경기도 파주시 아동동 292-15번지,37.7705661685,126.7761501439,S
1845,왕순이주먹밥,경기도 파주시 와석순환로 35,경기도 파주시 야당동 1031번지 한빛마을8단지 상가 104호,37.7086043965,126.7549937679,S
1846,적성 태평양약국,경기도 파주시 적성면 청송로 1016,경기도 파주시 적성면 마지리 50-4번지,37.9538668292,126.9183102646,S
1847,파주 이노아울렛,경기도 파주시 조리읍 대원로 332-7,경기도 파주시 조리읍 대원리 1060-5번지,37.7427576747,126.7964767008,S
1848,조리 푸른서점,경기도 파주시 조리읍 봉천로 38-77,경기도 파주시 조리읍 봉일천리 203-5번지,37.7442195627,126.8074272961,S
1849,가나안 노인복지원,경기도 파주시 조리읍 등원로 359,경기도 파주시 조리읍 오산리 129-1,37.7739343554,126.8321650331,S
1850,탄현 엘피엘 주유소,경기도 파주시 탄현면 방촌로 1003,경기도 파주시 탄현면 금승리 488-6,37.8249233082,126.7319641556,S
1851,탄현 영아트 문구점,경기도 파주시 탄현면 하늘소로 106,경기도 파주시 탄현면 법흥리 1725-3번지,37.7744653621,126.7016578672,S
1852,진인실비노인요양원,,경기도 파주시 파평면 눌노리 167-7,37.9306926832,126.8556352794,S
1853,슬기로운 약국,경기도 평택시 고덕갈평5길 32,경기도 평택시 고덕동 1886-1번지,37.0565551013,127.0474094593,S
1854,CU(평택고덕신안점),경기도 평택시 고덕국제대로 203,경기도 평택시 고덕동 1897-3번지 신안 상가 103호,37.0560244413,127.0430149806,S
1855,홈마트,,경기도 평택시 고덕동 1899-2번지 고덕국제신도시제일풍경채,37.0524159127,127.0422830963,S
1856,고덕파라곤공인중개사사무소,경기도 평택시 고덕국제대로 180,경기도 평택시 고덕동 1904-2번지 단지내 상가 301동 L109호,37.0545865137,127.046498903,S
1857,평택신협 고덕지점,경기도 평택시 고덕중앙로 200-4,경기도 평택시 고덕동 1973-1번지 평택신협고덕지점,37.0477809857,127.0442114894,S
1858,이마트24 고덕초교점,경기도 평택시 함박산10길 10,경기도 평택시 고덕동 2498-4번지,37.0415788731,127.0279995418,S
1859,이마트24고덕풍경채점,경기도 평택시 함박산9길 18,경기도 평택시 고덕동 2515-10번지,37.0394237996,127.030104393,S
1860,이마트24(고덕호반점),경기도 평택시 고덕국제1로 50,경기도 평택시 고덕동 2619-1번지 호반써밋고덕신도시 116동 206호,37.0422157442,127.0409836832,S
1861,gs25(고덕호반점),경기도 평택시 고덕국제5로 100,경기도 평택시 고덕동 2722-1번지 고덕국제신도시호반써밋3차더트리아츠 1580동 B1층 108호,37.033008686,127.0286035289,S
