,안전시설명,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
967,세븐일레븐 수원세지로점,경기도 수원시 권선구 세권로108번길 42,경기도 수원시 권선구 세류동 1011-31번지,37.2559275136,127.0150842552,S
968,(수원시)세븐일레븐(수원세지로점),경기도 수원시 권선구 세권로108번길 42,경기도 수원시 권선구 세류동 1011-31번지,37.2559275136,127.0150842552,S
969,삼성스토어 권선점,경기도 수원시 권선구 경수대로 283,경기도 수원시 권선구 세류동 1101-2번지,37.2524842647,127.0195266195,S
970,(수원시)삼성스토어 권선점,경기도 수원시 권선구 경수대로 283,경기도 수원시 권선구 세류동 1101-2번지 삼성스토어,37.2524842647,127.0195266195,S
971,장미세탁소,경기도 수원시 권선구 경수대로235번길 54,경기도 수원시 권선구 세류동 1132-30번지,37.2493914575,127.0148555244,S
972,(수원시)장미세탁소,경기도 수원시 권선구 경수대로235번길 54,경기도 수원시 권선구 세류동 1132-30번지,37.2493914575,127.0148555244,S
973,(수원시)신형정육점,경기도 수원시 권선구 경수대로235번길 65,경기도 수원시 권선구 세류동 1140-6번지,37.2493342312,127.0140891374,S
974,신형정육점,경기도 수원시 권선구 경수대로235번길 65,경기도 수원시 권선구 세류동 1140-6번지,37.2493342312,127.0140891374,S
975,(수원시)왕호랑이태권도,경기도 수원시 권선구 정조로 432,경기도 수원시 권선구 세류동 1147번지 아영아파트 상가 2층,37.2480740671,127.0145257022,S
976,왕호랑이태권도,경기도 수원시 권선구 정조로 432,경기도 수원시 권선구 세류동 1147번지 이영아파트 상가 2층,37.2481327666,127.0134541423,S
977,(수원시)cu세류일등점,경기도 수원시 권선구 경수대로225번길 72,경기도 수원시 권선구 세류동 1148번지,37.2490776857,127.015274739,S
978,CU 세류일등점,경기도 수원시 권선구 경수대로225번길 72,경기도 수원시 권선구 세류동 1148번지,37.2490776857,127.015274739,S
979,(수원서부) 녹색꽃식물원,경기도 수원시 권선구 권선로538번길 34,경기도 수원시 권선구 세류동 220번지,37.2618711728,127.0093622103,S
980,(수원서부) 스피드 공인중개 사무소,경기도 수원시 권선구 권선로537번길 2,경기도 수원시 권선구 세류동 318번지,37.2633725813,127.0105930377,S
981,(수원시)GS시(수원신곡점),경기도 수원시 권선구 세권로94번길 1,경기도 수원시 권선구 세류동 508-44번지,37.2579178811,127.0146655219,S
982,GS25 수원신곡점,경기도 수원시 권선구 세권로94번길 1,경기도 수원시 권선구 세류동 508-44번지,37.2579178811,127.0146655219,S
983,(수원서부) 신일문구,경기도 수원시 권선구 세권로 85,경기도 수원시 권선구 세류동 520-5번지,37.2583654672,127.0139070819,S
984,(수원시)세븐일레븐(수원세류사거리점),경기도 수원시 권선구 정조로495번길 7-1,경기도 수원시 권선구 세류동 565-2번지,37.2533503649,127.0109059558,S
985,세븐일레븐 수원세류사거리점,경기도 수원시 권선구 정조로495번길 7-1,경기도 수원시 권선구 세류동 565-2번지,37.2533503649,127.0109059558,S
986,(수원서부) CU센트럴타운점,경기도 수원시 권선구 권선로537번길 26-8,경기도 수원시 권선구 세류동 83-6번지 CU수원센트럴타운점,37.2642127657,127.0110499991,S
987,(수원서부) CU 수원신곡점,경기도 수원시 권선구 세권로101번길 2,경기도 수원시 권선구 세류동 870-1번지 CU수원신곡점,37.2579037789,127.0156241634,S
988,(수원서부) 던킨도너츠 수원매교점,경기도 수원시 권선구 효원로94번길 1,경기도 수원시 권선구 세류동 97-113번지,37.2661645626,127.0122103232,S
989,(수원서부) 삼부자마트,경기도 수원시 권선구 효원로94번길 31-13,경기도 수원시 권선구 세류동 97-24번지,37.264911008,127.0120605151,S
990,(수원서부) 김밥천국,경기도 수원시 권선구 오목천로 31,경기도 수원시 권선구 오목천동 431-1번지,37.2403197539,126.9658360409,S
993,(수원서부) 새로나미용실,,경기도 수원시 권선구 입북동 153번지 웅비아파트,37.2973495554,126.9576365125,S
994,대명설비철물,경기도 수원시 권선구 입북로 37,경기도 수원시 권선구 입북동 251-6번지,37.2951304301,126.959232009,S
995,CU수원마암점,경기도 수원시 권선구 입북로77번길 61,경기도 수원시 권선구 입북동 815번지 서수원레이크푸르지오2단지 상가 내,37.2981679357,126.9533092277,S
996,(수원서부) 한아름 약국,경기도 수원시 권선구 탑동로 9,경기도 수원시 권선구 탑동 841-3번지,37.2696739721,126.9749788701,S
997,CU탑동하나점,경기도 수원시 권선구 하탑로34번길 25,경기도 수원시 권선구 탑동 865-3번지,37.2677851552,126.975905545,S
998,파리바게트 수원능실마을점,경기도 수원시 권선구 호매실로165번길 70,경기도 수원시 권선구 호매실동 1388번지 파리바게트 수원능실마을점,37.2612583138,126.9518506564,S
999,CU능실점,,경기도 수원시 권선구 호매실동 1388번지 호매실경남아너스빌,37.2612583138,126.9518506564,S
1000,(수원서부) 두배로마트,경기도 수원시 권선구 호매실로165번길 28,경기도 수원시 권선구 호매실동 1391번지,37.2597546704,126.9561243792,S
1001,(수원서부) CU 호매실스카이점,경기도 수원시 권선구 호매실로166번길 33,경기도 수원시 권선구 호매실동 1393번지 힐스테이트18단지 상가 1층,37.2588686452,126.9594800745,S
1002,CU호매실스카이점,,경기도 수원시 권선구 호매실동 1393번지 힐스테이트호매실,37.2588686452,126.9594800745,S
1003,(수원서부) 메디팜하늘약국,경기도 수원시 권선구 호매실로104번길 24-61,경기도 수원시 권선구 호매실동 1400-2번지,37.2588289363,126.9626379695,S
1004,(수원서부) 금호약국,경기도 수원시 권선구 매실로 70,경기도 수원시 권선구 호매실동 377번지 호매실GS아파트 상가 103호,37.2681655529,126.9602595195,S
1005,(수원서부) GS25 호매실점,경기도 수원시 권선구 노림로 15,경기도 수원시 권선구 호매실동 404-4번지,37.2673718891,126.9542650463,S
1006,(수원시)삼성디지털프라자 영통본점,경기도 수원시 영통구 덕영대로 1477,경기도 수원시 영통구 망포동 31-6번지,37.2460601118,127.0524462264,S
1007,(수원시)CU(망포원룸점),경기도 수원시 영통구 영통로174번길 85,경기도 수원시 영통구 망포동 345-20번지,37.2439164349,127.0601033558,S
1008,(수원시)정약국,경기도 수원시 영통구 태장로 73,경기도 수원시 영통구 망포동 378번지 정석그린프라자 1층,37.2393427168,127.0543123856,S
1009,(수원시)명음악교습소,경기도 수원시 영통구 영통로90번길 20-11,경기도 수원시 영통구 망포동 485-5번지 1층,37.2382922031,127.060237508,S
1010,(수원시)허주헤어갤러리,경기도 수원시 영통구 태장로 62,경기도 수원시 영통구 망포동 651-1번지 동원프라자 102호,37.2389684775,127.0530744198,S
1011,(수원시)세븐일레븐 수원망포현대점,경기도 수원시 영통구 태장로 47,경기도 수원시 영통구 망포동 683번지 망포마을현대2차아이파크 상가 106호,37.239349676,127.0513810208,S
1012,(수원시)태장문구,경기도 수원시 영통구 태장로71번길 15,경기도 수원시 영통구 망포동 690번지 엘지2차아파트 상가 102호,37.2399809553,127.0538463766,S
1013,(수원시)굿모닝캐슬공인중개사사무소,경기도 수원시 영통구 덕영대로 1400,경기도 수원시 영통구 망포동 760번지 영통아이파크캐슬2단지 상가 107호,37.2435285575,127.043362318,S
1014,(수원시)남부할인마트,경기도 수원시 영통구 매봉로35번길 25,경기도 수원시 영통구 매탄동 111-110번지,37.2714394428,127.0513937139,S
1015,(수원시)성일분식,경기도 수원시 영통구 동탄원천로1109번길 42,경기도 수원시 영통구 매탄동 1199번지 원천성일아파트 상가 107호,37.2702673999,127.0561152609,S
1016,(수원시)매탄2동 우체국,경기도 수원시 영통구 매영로 93-20,경기도 수원시 영통구 매탄동 1213-1번지,37.2687136555,127.0528310015,S
1017,(수원시)카페마음,경기도 수원시 영통구 매영로 87,경기도 수원시 영통구 매탄동 1215-8번지 1층 카페마음,37.2680270339,127.0524177538,S
1018,(수원시)카페원,경기도 수원시 영통구 매영로 87,경기도 수원시 영통구 매탄동 1215-8번지 진생빌딩 1층,37.2680270339,127.0524177538,S
1019,(수원시)나이스데이24,경기도 수원시 영통구 매탄로 142,경기도 수원시 영통구 매탄동 1233-2번지 양성프라자 105호,37.263299463,127.0442128733,S
1020,(수원시)주공공인중개사무소,경기도 수원시 영통구 매탄로126번길 22,경기도 수원시 영통구 매탄동 1258번지 주공그린빌 1단지 정문옆 상가,37.2608571724,127.044340366,S
1021,(수원시)매탄3동 우체국,경기도 수원시 영통구 동탄원천로881번길 66,경기도 수원시 영통구 매탄동 1279-4번지,37.2558845975,127.0428141222,S
1022,(수원시)세븐일레븐(매탄법원점),경기도 수원시 영통구 동수원로514번길 11,경기도 수원시 영통구 매탄동 130-11번지,37.2723788816,127.0471809816,S
1023,(수원시)CU(매탄공원점),경기도 수원시 영통구 매영로 39,경기도 수원시 영통구 매탄동 198-92번지,37.2694220316,127.047108459,S
1024,(수원시)GS25(수원매탄점),,경기도 수원시 영통구 매탄동 810-4번지 매탄성일아파트,37.2650628533,127.0433451065,S
1025,(수원시)CU매탄성일W점,경기도 수원시 영통구 인계로 239,경기도 수원시 영통구 매탄동 810-4번지 매탄성일아파트 1층 상가,37.2650628533,127.0433451065,S
1026,(수원시)신원약국,경기도 수원시 영통구 인계로 218,경기도 수원시 영통구 매탄동 923-14번지,37.2649467098,127.0412819094,S
1027,(수원시)래미안공인중개사,,경기도 수원시 영통구 영통동 1046-1번지 청명마을삼성아파트,37.2537680694,127.0797799176,S
1028,(수원시)세븐일레븐 영통청명주공점,경기도 수원시 영통구 청명북로 83,경기도 수원시 영통구 영통동 1048-5번지 청명마을주공아파트 가동 103호,37.2586004645,127.0800350042,S
1029,(수원시)쌍용랜드공인중개사,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트 상가 104호,37.2640467802,127.0831174952,S
1030,(수원시)쌍용랜드,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트 상가 104호,37.2644076891,127.0832170084,S
1031,(수원시)월드크리닝 수원황골점,경기도 수원시 영통구 영통로 517,경기도 수원시 영통구 영통동 949-5번지 영통로 517,37.2649370615,127.0774396799,S
1032,(수원시)GS25 황골주공점,경기도 수원시 영통구 영통로 513,경기도 수원시 영통구 영통동 954-1번지,37.264567577,127.0774643005,S
1033,(수원시)영통국가대표부부태권도장,경기도 수원시 영통구 영통로 498,경기도 수원시 영통구 영통동 955-8 영통국가대표부부태권도장 단지내 상가 2층,37.2618544428,127.0800169373,S
1034,(수원시)신나무실 약국,,경기도 수원시 영통구 영통동 963-2번지 신성.신안.쌍용.진흥아파트,37.2551456333,127.0643795928,S
1035,(수원시)신원미주김밥,경기도 수원시 영통구 매영로310번길 31,경기도 수원시 영통구 영통동 965-2번지 신원미주아파트 상가 105호,37.2525928799,127.0663450908,S
1036,(수원시)또래분식,경기도 수원시 영통구 덕영대로1673번길 18,경기도 수원시 영통구 영통동 990-9번지,37.2483764723,127.0743862591,S
1037,아주대병원,,경기도 수원시 영통구 원천동 산 5,37.2833457572,127.0464761597,S
1038,(수원시)웰빙약국,경기도 수원시 영통구 대학로 109,경기도 수원시 영통구 이의동 1202번지 골드클래스 107호,37.3050812591,127.0471542251,S
1039,(수원시)광교둥지부동산,경기도 수원시 영통구 센트럴파크로127번길 8,경기도 수원시 영통구 이의동 1315-1번지 상가 104호,37.2951446526,127.0557998884,S
1040,(수원시)세븐일레븐 광교월드마크1호점,경기도 수원시 영통구 센트럴타운로 107,"경기도 수원시 영통구 이의동 1331번지 광교푸르지오월드마크,월드스퀘어 B12호",37.2917110567,127.048836437,S
1041,(수원시)바른부동산중개,경기도 수원시 영통구 에듀타운로 24,경기도 수원시 영통구 이의동 1341-4번지 그린프라자 108호,37.2852161359,127.0522934066,S
1042,(수원시)총각네 야채가게 광교점,,경기도 수원시 영통구 이의동 1353번지 경기 수원시 영통구 에듀타운로 65 자이앤자이 2단지아파트상가 102호,37.2872675135,127.0489193759,S
1044,(수원중부)나들가게경인공판장,경기도 수원시 장안구 송원로13번길 33,경기도 수원시 장안구 송죽동 374-31번지,37.2978488603,127.0036337835,S
1045,(수원중부)청화약국,경기도 수원시 장안구 정조로 1039,경기도 수원시 장안구 송죽동 379-1번지 송죽빌딩,37.2987434755,127.0063245801,S
1046,국민대 경호태권도장,경기도 수원시 장안구 송정로59번길 1,경기도 수원시 장안구 송죽동 398-4번지 2층,37.2961989387,127.00354308,S
1047,(수원중부)삼우(아)관리소,경기도 수원시 장안구 정조로1088번길 18-22,경기도 수원시 장안구 송죽동 458-3번지 삼우아파트 관리소,37.3020787611,127.0042040188,S
1048,CU수원송전로점,경기도 수원시 장안구 송원로59번길 46,경기도 수원시 장안구 송죽동 497-31번지,37.3018721014,127.0065185193,S
1049,(수원중부)우리문구,경기도 수원시 장안구 정조로1060번길 26,경기도 수원시 장안구 송죽동 501-20번지 모닝빌,37.3013669144,127.0064202682,S
1050,(수원중부) 삼미컴퓨터크리닝,경기도 수원시 장안구 창훈로39번길 12-3,경기도 수원시 장안구 연무동 215-30번지,37.2961971827,127.0295950442,S
1051,(수원중부) GS25시 경기대점,경기도 수원시 장안구 광교산로140번길 3,경기도 수원시 장안구 연무동 6-4번지,37.2999596916,127.0305306974,S
1052,경희대석사 창용태권도,경기도 수원시 장안구 광교산로138번길 1,경기도 수원시 장안구 연무동 7-7번지 3층,37.2997337232,127.0303741354,S
1053,(수원중부)CU수원광교산점,경기도 수원시 장안구 창훈로60번길 53,경기도 수원시 장안구 연무동 9-14번지,37.2996043503,127.0295738255,S
1055,(수원중부)삼성스토어북수원점,경기도 수원시 장안구 경수대로 793,경기도 수원시 장안구 영화동 104-28번지,37.292546384,127.0183468145,S
1056,(수원중부) 뚜레쥬루 성대점,경기도 수원시 장안구 율전로 105,경기도 수원시 장안구 율전동 305-22번지,37.2985898052,126.9687527617,S
1057,연우태권도,경기도 수원시 장안구 율전로 107,경기도 수원시 장안구 율전동 305-6번지 수일빌딩 2층,37.2988162588,126.9689993984,S
1058,(수원중부) 율전교회,경기도 수원시 장안구 율전로107번길 17,경기도 수원시 장안구 율전동 312-8번지,37.2989121663,126.9682766014,S
1059,(수원중부) 에이원옷수선,경기도 수원시 장안구 서부로 2095-1,경기도 수원시 장안구 율전동 419번지,37.2960414905,126.9693348205,S
1060,(수원중부) 김밥월드,경기도 수원시 장안구 상률로46번길 3,경기도 수원시 장안구 율전동 554번지,37.3056940067,126.9710498975,S
1061,(수원중부) 코사마트동신점,경기도 수원시 장안구 장안로 211,경기도 수원시 장안구 정자동 313-1번지 313-1. 동신2차 상가동 지하4.5호,37.300512289,126.9940140878,S
1062,(수원장안) 기산영재어린이집,경기도 수원시 장안구 송정로46번길 27,경기도 수원시 장안구 정자동 35-28번지,37.295024419,127.0028964077,S
1063,명품클래식 CJ Smile 태권도장,경기도 수원시 장안구 장안로217번길 14,경기도 수원시 장안구 정자동 383번지 범야상가 3층 304호,37.3017988713,126.9934525714,S
1064,(수원중부) CU수원수성점,경기도 수원시 장안구 장안로 112,경기도 수원시 장안구 정자동 40-3번지,37.2941502774,127.0008036196,S
1065,(수원중부) 우리지역아동센터,경기도 수원시 장안구 장안로 282,경기도 수원시 장안구 정자동 533-105번지,37.3069071738,126.9907551932,S
1066,경희대 다솔 태권도,경기도 수원시 장안구 장안로359번길 19,경기도 수원시 장안구 정자동 575-2번지 현대힐스테이트프라자 상가 2층,37.3118254485,126.9858242835,S
1067,(수원중부) 점핑클럽,경기도 수원시 장안구 이목로 24-3,경기도 수원시 장안구 정자동 600-28번지 (음악줄넘기) 402호,37.3096213713,126.9847446701,S
1068,비상태권도장 수원관,경기도 수원시 장안구 이목로 24-3,경기도 수원시 장안구 정자동 600-28번지 스카이프라자 4층,37.3096213713,126.9847446701,S
1069,(수원중부) 용인대박사 태풍태권도,경기도 수원시 장안구 대평로90번길 19,경기도 수원시 장안구 정자동 872-2번지,37.2971310229,126.9937659478,S
1070,(수원중부) 점핑클럽 음악 줄넘기,경기도 수원시 장안구 대평로90번길 19,경기도 수원시 장안구 정자동 872-2번지,37.2971310229,126.9937659478,S
1071,(수원중부) 파크뷰 한국부동산,,경기도 수원시 장안구 정자동 882-5번지 화서역파크뷰,37.2918531722,126.9905633436,S
1072,(수원중부) 한라뱅크부동산,,경기도 수원시 장안구 정자동 919번지 청솔마을한라아파트,37.2943942493,126.9841264642,S
1073,(수원중부)두레생협서수원점,경기도 수원시 장안구 만석로20번길 38,경기도 수원시 장안구 정자동 920번지,37.2936402505,126.9848536858,S
1074,MTA 다솔태권도장,경기도 수원시 장안구 이목로 24,경기도 수원시 장안구 정자동 945번지 601동 205호 206호,37.3057762966,126.9856285067,S
1075,(수원중부) 파리바게트(수원스카이뷰점),경기도 수원시 장안구 이목로 24,경기도 수원시 장안구 정자동 945번지 sk스카이뷰 상가 103호,37.3057762966,126.9856285067,S
1077,(수원중부)조원할인마트,경기도 수원시 장안구 금당로90번길 31,경기도 수원시 장안구 조원동 524-4번지,37.2997753049,127.0205122514,S
1078,장안 대호태권도,경기도 수원시 장안구 수성로381번길 1,경기도 수원시 장안구 조원동 642-6번지 산호빌딩 2층,37.2942567476,127.0133828945,S
1079,CU 조원플러스점,경기도 수원시 장안구 금당로10번길 63,경기도 수원시 장안구 조원동 731-15번지 메가타워 1층,37.3021554873,127.0162093434,S
1080,키즈석사 태권도,경기도 수원시 장안구 금당로10번길 63,경기도 수원시 장안구 조원동 731-15번지 메가타워 2층,37.3021554873,127.0162093434,S
1081,(수원중부) 선화문구,경기도 수원시 장안구 경수대로844번길 17,경기도 수원시 장안구 조원동 773-5번지,37.2970696196,127.015711621,S
1082,(수원중부) 김인경부동산랜드,경기도 수원시 장안구 화산로 87,경기도 수원시 장안구 천천동 334-2번지,37.2917187819,126.9824411355,S
1083,경희대 석사 태권도장,,경기도 수원시 장안구 천천동 482번지 비단마을신명아파트 상가동 3층 (7),37.3020337305,126.9810841219,S
1084,(수원중부) 등촌칼국수,경기도 수원시 장안구 정자로20번길 27,경기도 수원시 장안구 천천동 506-9번지,37.2990629566,126.9798972299,S
1085,(수원중부) 수원우체국,경기도 수원시 장안구 천천로 94,경기도 수원시 장안구 천천동 517번지,37.3002358063,126.9842558192,S
1086,(수원중부) cu 천천대일점,경기도 수원시 장안구 만석로19번길 11-7,경기도 수원시 장안구 천천동 528-3번지,37.2954908592,126.9834194504,S
1088,(수원중부)삼성영어 수일초점,경기도 수원시 장안구 수일로 91,경기도 수원시 장안구 파장동 410-4번지 1층,37.3099964701,127.000755294,S
1089,(수원중부)Hy 정자점,경기도 수원시 장안구 파장천로58번길 64,경기도 수원시 장안구 파장동 422-25번지,37.3085682687,126.999805544,S
1090,(수원서부) 스마일문구,,경기도 수원시 팔달구 고등동 5-11번지 한솔아트빌,37.2784400176,127.0053292002,S
1091,스마일문구,,경기도 수원시 팔달구 고등동 5-11번지 한솔아트빌,37.2784400176,127.0053292002,S
1092,남문디지털인쇄,경기도 수원시 팔달구 팔달산로 5,경기도 수원시 팔달구 교동 52-1번지,37.2713553337,127.0119061393,S
1093,(수원서부) 남문디지털인쇄,경기도 수원시 팔달구 팔달산로 5,경기도 수원시 팔달구 교동 52-1번지,37.2713553337,127.0119061393,S
1094,이마트24 수원행궁점,경기도 수원시 팔달구 행궁로 51,경기도 수원시 팔달구 남창동 133-5번지,37.2779780696,127.0156873211,S
1095,예술헤어샵,경기도 수원시 팔달구 행궁로 51,경기도 수원시 팔달구 남창동 133-5번지,37.2779780696,127.0156873211,S
1096,(수원서부) 해피타임,경기도 수원시 팔달구 갓매산로71번길 10,경기도 수원시 팔달구 매산로1가 24-6번지,37.269460497,127.0027825503,S
1097,(수원서부) 샬롬마트,경기도 수원시 팔달구 매산로 51,경기도 수원시 팔달구 매산로2가 40-1번지,37.2691621423,127.0068786966,S
1098,해피타임,경기도 수원시 팔달구 매산로 51,경기도 수원시 팔달구 매산로2가 40-1번지,37.2691621423,127.0068786966,S
1099,샬롬마트,경기도 수원시 팔달구 매산로 51,경기도 수원시 팔달구 매산로2가 40-1번지,37.2691621423,127.0068786966,S
1100,(수원서부) 럭키마트,경기도 수원시 팔달구 갓매산로 19,경기도 수원시 팔달구 매산로3가 106-5번지,37.2663925434,127.0063215623,S
1101,(수원서부) 성일슈퍼,경기도 수원시 팔달구 세류로75번길 2,경기도 수원시 팔달구 매산로3가 111-68번지,37.2661675249,127.0085674129,S
1102,(수원서부) 땡큐 25,경기도 수원시 팔달구 세류로 63,경기도 수원시 팔달구 매산로3가 112-9번지,37.2649573012,127.0080000931,S
1103,네오프린팅,경기도 수원시 팔달구 향교로 92,경기도 수원시 팔달구 매산로3가 44-1번지,37.2708544592,127.0106686826,S
1104,(수원서부) 네오프린팅,경기도 수원시 팔달구 향교로 92,경기도 수원시 팔달구 매산로3가 44-1번지,37.2708544592,127.0106686826,S
1105,(수원서부) GS 25 매산중앙점,경기도 수원시 팔달구 효원로60번길 30,경기도 수원시 팔달구 매산로3가 94-1번지,37.2677321113,127.0076436839,S
1106,늘푸른약국,경기도 수원시 팔달구 중부대로223번길 65,경기도 수원시 팔달구 우만동 30-1번지,37.2788180026,127.0409834197,S
1107,동화공인중개사,,경기도 수원시 팔달구 우만동 300번지 주공4단지아파트,37.2913048172,127.0301444808,S
1108,주공쌀정육점(신주공마트),,경기도 수원시 팔달구 우만동 300번지 주공4단지아파트,37.2913048172,127.0301444808,S
1109,주공슈퍼마켓,경기도 수원시 팔달구 창룡대로210번길 13,경기도 수원시 팔달구 우만동 301번지 복합상가단지 301호,37.291802587,127.0352183467,S
1110,CU 수원연무점,경기도 수원시 팔달구 월드컵로 379,경기도 수원시 팔달구 우만동 466번지,37.2909238675,127.0295489036,S
1111,호돌이문구,경기도 수원시 팔달구 월드컵로 379,경기도 수원시 팔달구 우만동 466번지,37.2909238675,127.0295489036,S
1112,GS25 우만센트럴점,경기도 수원시 팔달구 경수대로692번길 40,경기도 수원시 팔달구 우만동 485-3번지,37.2878656712,127.028924896,S
1113,GS25 수원본점,경기도 수원시 팔달구 중부대로143번길 11,경기도 수원시 팔달구 우만동 561-13번지,37.2788639243,127.0319928161,S
1114,비타민약국,경기도 수원시 팔달구 중부대로143번길 29,경기도 수원시 팔달구 우만동 561-2번지,37.2796573977,127.0320555852,S
1115,애드맥스 종합광고기획,경기도 수원시 팔달구 월드컵로211번길 3,경기도 수원시 팔달구 우만동 58-27번지,37.2800151898,127.0428825339,S
1116,창룡마트,경기도 수원시 팔달구 창룡대로144번길 33,경기도 수원시 팔달구 우만동 596-29번지,37.2896656208,127.0259578388,S
1117,GS25 매교푸르지오점,경기도 수원시 팔달구 인계로 21,경기도 수원시 팔달구 인계동 1173번지,37.271758209,127.0222803453,S
1118,GS25 매교푸르지오점,경기도 수원시 팔달구 인계로 21,경기도 수원시 팔달구 인계동 1173번지 126동 1502호,37.2729753317,127.0223403308,S
1119,(수원시)인계문구,경기도 수원시 팔달구 장다리로245번길 16,경기도 수원시 팔달구 인계동 257-9번지,37.2720255088,127.025989507,S
1120,투썸플레이스 수원드라마센터점,경기도 수원시 팔달구 권광로255번길 8,경기도 수원시 팔달구 인계동 359-28번지,37.2700851175,127.0344721209,S
1121,(수원시)투썸플레이스,경기도 수원시 팔달구 권광로255번길 8,경기도 수원시 팔달구 인계동 359-28번지,37.2700851175,127.0344721209,S
1122,(수원시)소담떡,경기도 수원시 팔달구 권광로 246,경기도 수원시 팔달구 인계동 384번지 노블클래스1단지 상가,37.2689615485,127.035279828,S
1123,소담떡,,경기도 수원시 팔달구 인계동 384번지 래미안노블클래스,37.2689615485,127.035279828,S
1124,세븐일레븐 수원푸른점,경기도 수원시 팔달구 세지로 272,경기도 수원시 팔달구 인계동 746-2번지,37.275279823,127.0238146864,S
1125,(수원시)세븐일레븐 수원푸른점,경기도 수원시 팔달구 세지로 272,경기도 수원시 팔달구 인계동 746-2번지,37.275279823,127.0238146864,S
1126,이마트24 인계아울렛점,경기도 수원시 팔달구 중부대로60번길 40,경기도 수원시 팔달구 인계동 751-9번지,37.2746316663,127.0217884466,S
1127,(수원시)이마트24인계아웃렛점,경기도 수원시 팔달구 중부대로60번길 40,경기도 수원시 팔달구 인계동 751-9번지,37.2746316663,127.0217884466,S
1128,인계 문구,경기도 수원시 팔달구 장다리로 245,경기도 수원시 팔달구 인계동 968번지,37.2716128192,127.0264770964,S
1129,(수원시)CU(수원성광점),경기도 수원시 팔달구 장다리로 245,경기도 수원시 팔달구 인계동 968번지,37.2716128192,127.0264770964,S
1130,CU 수원성광점,경기도 수원시 팔달구 장다리로 245,경기도 수원시 팔달구 인계동 968번지 1층,37.2716128192,127.0264770964,S
1131,어린왕자 문구,경기도 수원시 팔달구 세지로294번길 3,경기도 수원시 팔달구 지동 123-97번지,37.277408008,127.0240381602,S
1132,동포 여행사,경기도 수원시 팔달구 세지로 326,경기도 수원시 팔달구 지동 134-25번지,37.2801485788,127.0241224268,S
1133,새광명마트,경기도 수원시 팔달구 팔달문로103번길 8,경기도 수원시 팔달구 지동 479-12번지,37.2817031611,127.0274178622,S
1134,세븐일레븐 수원남문2호점,경기도 수원시 팔달구 정조로800번길 2,경기도 수원시 팔달구 팔달로1가 12-5번지,37.2794342505,127.0168962615,S
1136,송우,경기도 수원시 팔달구 동말로77번길 47-40,경기도 수원시 팔달구 화서동 103-30번지,37.2811006539,127.0013974449,S
1137,숙지서점,경기도 수원시 팔달구 수성로182번길 107,경기도 수원시 팔달구 화서동 244-2번지,37.2825406469,126.9944954141,S
1138,딱따구리문구,경기도 수원시 팔달구 수성로182번길 107,경기도 수원시 팔달구 화서동 244-2번지,37.2825406469,126.9944954141,S
1139,성약국,경기도 수원시 팔달구 덕영대로 695,경기도 수원시 팔달구 화서동 644-8번지 화서프라자 101호,37.2847221746,126.9903293916,S
1140,한샘어린이집,,경기도 수원시 팔달구 화서동 650번지 화서주공아파트,37.2845399682,126.9919776513,S
1141,나들가게 동광마트,경기도 수원시 팔달구 팔달로 131,경기도 수원시 팔달구 화서동 71-12번지,37.2802744642,127.0042793976,S
1142,자연과아이들 지역아동센터,경기도 시흥시 군자로481번길 15,경기도 시흥시 거모동 1718-4번지 자연과아이들지역아동센터,37.3481085021,126.7850241195,S
1143,작은화가마을 미술교습소,경기도 시흥시 군자로477번안길 11,경기도 시흥시 거모동 1724-1번지,37.3481674181,126.7828445076,S
1144,cu시흥행운점,경기도 시흥시 군자로 474,경기도 시흥시 거모동 1728-6번지 삼성프라자 1층 101호,37.3472228121,126.7831470399,S
1145,군자우체국,경기도 시흥시 군자로 510,경기도 시흥시 거모동 1742-3번지 군자우체국,37.3445915124,126.7847526406,S
1146,세븐일레븐 시흥거모점,경기도 시흥시 한우물로 1,경기도 시흥시 거모동 1754-4번지 세븐일레븐시흥거모점,37.3427530923,126.7848152362,S
1147,동보식당,경기도 시흥시 군자로315번길 7,경기도 시흥시 거모동 638번지,37.3585359717,126.7729670037,S
1148,대우약국,경기도 시흥시 수인로2421번길 109,경기도 시흥시 논곡동 160-31번지 대우약국,37.387344638,126.8604952347,S
1149,2단지 코사마트,경기도 시흥시 승지로 87,경기도 시흥시 능곡동 502번지 2단지코사마트,37.3717495508,126.8105161807,S
1150,GS25능곡해피점,경기도 시흥시 능곡로 120,경기도 시흥시 능곡동 712번지 신일해피트리아파트 712호,37.3663906547,126.8174653553,S
1151,대우세탁소,,경기도 시흥시 능곡동 782번지 시흥능곡신안인스빌아파트 12단지대우세탁소,37.3650786365,126.8088381077,S
1152,cu능곡주공9단지점,,경기도 시흥시 능곡동 787번지 휴먼시아,37.3661898379,126.8123626702,S
1153,21세기 세탁소,경기도 시흥시 대야로 36-1,경기도 시흥시 대야동 455-14번지 21C 세탁소,37.4464161758,126.7903300651,S
1154,신천그랜드약국,경기도 시흥시 복지로 55,경기도 시흥시 대야동 469-6번지 1층,37.4443378072,126.7894566117,S
