연번,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도
1701,분당구,분당동,분당분당-A-69,분당동 167-9,,2024-10,3.0,37.367244,127.142422
1702,분당구,수내1동,분당수내1-A-1,수내1동 36번지,황새울로 287 (수내동),2009,4.0,37.377394,127.120057
1703,분당구,수내1동,분당수내1-A-2,수내1동 31번지,백현로101번길 11 (수내동),2009,5.0,37.375544,127.117485
1704,분당구,수내1동,분당수내1-A-3,수내1동 26번지,,2009,5.0,37.3746,127.116869
1705,분당구,수내1동,분당수내1-A-4,수내1동 35번지,수내로90번길 26 (수내동),2012,5.0,37.375966,127.117738
1706,분당구,수내1동,분당수내1-A-5,수내1동 8-8번지,"내정로165번길 35 (수내동, 양지마을한양아파트)",2012,5.0,37.379213,127.115368
1707,분당구,수내1동,분당수내1-A-6,수내1동 2번지,분당수서로 554 (수내동),2013,5.0,37.382114,127.119415
1708,분당구,수내1동,분당수내1-A-7,수내1동 42번지,황새울로240번길 10-5 (수내동),2013,4.0,37.38392,127.11892
1709,분당구,수내1동,분당수내1-A-8,수내1동 20-6번지,,2013,5.0,37.376731,127.111951
1710,분당구,수내1동,분당수내1-A-9,수내1동 39-1번지,황새울로258번길 43 (수내동),2014,5.0,37.373129,127.115116
1711,분당구,수내1동,분당수내1-A-10,수내1동 35번지,백현로 101번길 22,2015,4.0,37.37667,127.11891
1712,분당구,수내1동,분당수내1-A-11,수내1동 24번지(지하보도),,2015,2.0,37.373073,127.114931
1713,분당구,수내1동,분당수내1-A-12,수내1동 50-7번지(지하보도),,2015,2.0,37.38094,127.110814
1714,분당구,수내1동,분당수내1-A-13,수내1동 12-3번지,,2016,4.0,37.37918,127.11455
1715,분당구,수내1동,분당수내1-A-14,수내1동 15-1번지,,2017-12,4.0,37.37791,127.11496
1716,분당구,수내1동,분당수내1-A-15,수내1동 6-9번지,황새울로200번길 22,2017-12,4.0,37.37827,127.1151
1717,분당구,수내1동,분당수내1-A-16,수내1동 19-1,황새울로287번길,2020-07,5.0,37.377587,127.113133
1718,분당구,수내1동,분당수내1-A-17,수내1동 43,검지 한대는 공원 휀스에 설치 됨,2020-07,5.0,37.382071,127.116058
1719,분당구,수내1동,분당수내1-A-18,수내1동 45,,2020-07,5.0,37.382929,127.115013
1720,분당구,수내1동,분당수내1-A-19,수내1동 47,,2020-07,5.0,37.37732,127.110021
1721,분당구,수내1동,분당수내1-A-20,수내1동 49-2,내정로165번길 31,2020-07,5.0,37.378036,127.10925
1722,분당구,수내1동,분당수내1-A-21,수내1동 16-10,내정로165번길 6,2020-07,4.0,37.375951,127.112655
1723,분당구,수내1동,분당수내1-A-22,수내1동 42,,2020-07,5.0,37.383595,127.118613
1724,분당구,수내1동,분당수내1-A-23,수내동 49-1,,2020-06,4.0,37.383191,127.114101
1725,분당구,수내1동,분당수내1-A-24,수내동 49-1,,2020-06,4.0,37.382643,127.1137
1726,분당구,수내1동,분당수내1-A-25,수내동 49-1,,2020-06,4.0,37.382409,127.113932
1727,분당구,수내1동,분당수내1-A-26,수내동 25,,2020-12,5.0,37.375676,127.116644
1728,분당구,수내1동,분당수내1-A-27,수내동 28-3,,2021-06,4.0,37.37406,127.118718
1729,분당구,수내1동,분당수내1-A-28,수내1동 8-1,,2022-08,5.0,37.380329,127.116892
1730,분당구,수내1동,분당수내1-A-29,수내1동 32,,2022-08,5.0,37.377291,127.116309
1731,분당구,수내1동,분당수내1-A-30,수내1동 36,,2022-08,5.0,37.374601,127.119337
1732,분당구,수내1동,분당수내1-A-31,수내1동 44,,2022-10,5.0,37.379045,127.112012
1733,분당구,수내1동,분당수내1-A-32,수내1동 44,,2022-10,4.0,37.38281,127.117664
1734,분당구,수내1동,분당수내1-A-33,수내1동 44,,2022-10,4.0,37.381561,127.118396
1735,분당구,수내1동,분당수내1-A-34,수내1동 44,,2022-10,4.0,37.380362,127.119613
1736,분당구,수내1동,분당수내1-A-35,수내1동 39-1,,2023-11,3.0,37.373641,127.116781
1737,분당구,수내1동,분당수내1-A-36,수내1동 47,,2023-08,5.0,37.380252,127.114081
1738,분당구,수내1동,분당수내1-A-37,수내1동 15-1,,2023-11,5.0,37.377777,127.114565
1739,분당구,수내1동,분당수내1-A-38,수내1동 40-6,,2023-08,5.0,37.379561,127.113271
1740,분당구,수내1동,분당수내1-A-39,수내1동 40-3,,2023-08,5.0,37.38094,127.117564
1741,분당구,수내1동,분당수내1-A-40,수내1동 40-4,백현로 197 (수내동),45383,3.0,37.377281,127.115047
1742,분당구,수내1동,분당수내1-A-41,수내1동 40-4,,45383,3.0,37.377965,127.115256
1743,분당구,수내1동,분당수내1-A-42,수내1동 49-1,내정로174번길 19 (수내동),2024-05,3.0,37.382006,127.113409
1744,분당구,수내1동,분당수내1-A-43,수내1동 49-1,내정로174번길 6 (수내동),2024-05,3.0,37.38175,127.113171
1745,분당구,수내1동,분당수내1-A-44,수내1동 49-1,성남대로 550 (수내동),2024-05,3.0,37.381266,127.112713
1746,분당구,수내1동,분당수내1-A-45,수내1동 49-1,"내정로174번길 42 (수내동, 파크타운서안아파트)",2024-05,3.0,37.380969,127.112233
1747,분당구,수내2동,분당수내2-A-1,수내2동 64번지,성남대로 550 (수내동),2009,5.0,37.371158,127.11958
1748,분당구,수내2동,분당수내2-A-2,수내2동 62번지,내정로166번길 5 (수내동),2009,5.0,37.37196,127.12154
1749,분당구,수내2동,분당수내2-A-3,수내2동 57번지,내정로174번길 19 (수내동),2009,5.0,37.372957,127.122067
1750,분당구,수내2동,분당수내2-A-4,수내2동 58-5번지,"내정로 152 (수내동, 파크타운롯데아파트)",2009,4.0,37.373511,127.120202
1751,분당구,수내2동,분당수내2-A-5,수내2동 65번지,내정로166번길 19,2010,5.0,37.372868,127.126591
1752,분당구,수내2동,분당수내2-A-6,수내2동 53번지,내정로174번길 19 (수내동),2012,4.0,37.370956,127.122821
1753,분당구,수내2동,분당수내2-A-7,수내2동 65번지,내정로 186,2013,3.0,37.380928,127.120219
1754,분당구,수내2동,분당수내2-A-8,수내2동 58-3번지,,2014,4.0,37.37291,127.11975
1755,분당구,수내2동,분당수내2-A-9,수내2동 57번지,,2015,5.0,37.37269,127.12148
1756,분당구,수내2동,분당수내2-A-10,수내2동 55번지(지하보도),,2015,2.0,37.370349,127.118212
1757,분당구,수내2동,분당수내2-A-11,수내2동 60,,2020-12,4.0,37.372099,127.120855
1758,분당구,수내2동,분당수내2-A-12,수내2동 57번지,,2021-06,4.0,37.373162,127.122579
1759,분당구,수내2동,분당수내2-A-13,수내2동 51번지,,2021-06,5.0,37.374605,127.121004
1760,분당구,수내2동,분당수내2-A-14,수내2동 65,,2021-12,4.0,37.37988,127.12127
1761,분당구,수내2동,분당수내2-A-15,수내2동 65,,2021-12,4.0,37.3797,127.12027
1762,분당구,수내2동,분당수내2-A-16,수내2동 65,,2021-12,4.0,37.37586,127.12236
1763,분당구,수내2동,분당수내2-A-17,수내2동 65,,2021-12,5.0,37.37586,127.12403
1764,분당구,수내2동,분당수내2-A-18,수내2동 65,,2021-12,5.0,37.37464,127.12379
1765,분당구,수내2동,분당수내2-A-19,수내2동 67-1,,2022-06,5.0,37.3722,127.122062
1766,분당구,수내2동,분당수내2-A-20,수내2동 55,,2022-08,4.0,37.372616,127.118041
1767,분당구,수내2동,분당수내2-A-21,수내2동 65,,2022-08,5.0,37.380374,127.120051
1768,분당구,수내2동,분당수내2-A-22,수내2동 65,,2022-08,5.0,37.379728,127.122802
1769,분당구,수내2동,분당수내2-A-23,수내2동 65,,2022-08,6.0,37.375513,127.123168
1770,분당구,수내2동,분당수내2-A-24,수내2동 70,,2022-10,4.0,37.375349,127.122874
1771,분당구,수내2동,분당수내2-A-25,수내2동 70,,2022-10,4.0,37.373943,127.125598
1772,분당구,수내2동,분당수내2-A-26,수내2동 70,성남대로 550,2022-10,4.0,37.374576,127.126982
1773,분당구,수내2동,분당수내2-A-27,수내2동 66,,2023-11,6.0,37.374381,127.127217
1774,분당구,수내2동,분당수내2-A-28,수내2동 67-1,발이봉로 17 (수내동),2023-08,5.0,37.373304,127.123847
1775,분당구,수내2동,분당수내2-A-29,수내2동 68-1,발이봉북로 29 (수내동),2023-08,4.0,37.370299,127.118403
1776,분당구,수내2동,분당수내2-A-30,수내2동 65,발이봉남로12번길 4 (수내동),45383,4.0,37.381252,127.121042
1777,분당구,수내2동,분당수내2-A-31,수내2동 66,발이봉로 17 (수내동),45383,5.0,37.372504,127.125928
1778,분당구,수내2동,분당수내2-A-32,수내동 65,,2024-10,4.0,37.380604,127.120761
1779,분당구,수내3동,분당수내3-A-1,수내3동 127번지,백현로243번길 12 (수내동),2009,3.0,37.368511,127.125042
1780,분당구,수내3동,분당수내3-A-2,수내3동 110번지,발이봉북로 47 (수내동),2009,5.0,37.36475,127.12822
1781,분당구,수내3동,분당수내3-A-3,수내3동 114-18번지,불정로 260 (수내동),2009,6.0,37.364812,127.129513
1782,분당구,수내3동,분당수내3-A-4,수내3동 101-5번지,돌마로366번길 8 (수내동),2009,5.0,37.364834,127.126405
1783,분당구,수내3동,분당수내3-A-5,수내3동 110번지,발이봉북로35번길 16 (수내동),2009,5.0,37.36514,127.12752
1784,분당구,수내3동,분당수내3-A-6,수내3동 109-1번지,수내로192번길 12 (수내동),2013,4.0,37.36295,127.12834
1785,분당구,수내3동,분당수내3-A-7,수내3동 81번지,,2013,3.0,37.36779,127.12503
1786,분당구,수내3동,분당수내3-A-8,수내3동 116-9번지,불정로 288 (수내동),2013,3.0,37.363881,127.131127
1787,분당구,수내3동,분당수내3-A-9,수내3동 88-5번지,,2013,4.0,37.366713,127.127648
1788,분당구,수내3동,분당수내3-A-10,수내3동 75번지,발이봉로 42 (수내동),2014,5.0,37.369266,127.123376
1789,분당구,수내3동,분당수내3-A-11,수내3동 118-11번지,발이봉북로49번길 13 (수내동),2015,4.0,37.36539,127.13104
1790,분당구,수내3동,분당수내3-A-12,수내3동 78번지,발이봉남로31번길 2 (수내동),2016,4.0,37.3704,127.12721
1791,분당구,수내3동,분당수내3-A-13,수내3동 127번지,,2016,4.0,37.3689,127.12509
1792,분당구,수내3동,분당수내3-A-14,수내3동 164-3번지,,2017-12,5.0,37.36909,127.12885
1793,분당구,수내3동,분당수내3-A-15,수내3동 125-3번지,발이봉남로35번길 9-1 (수내동),2017-12,5.0,37.36572,127.12697
1794,분당구,수내3동,분당수내3-A-16,수내3동 109-9번지,발이봉북로27번길12,2018-07,3.0,37.36329,127.12954
1795,분당구,수내3동,분당수내3-A-17,수내3동 118-7번지,발이봉북로24번길 6,2018-07,3.0,37.365,127.13169
1796,분당구,수내3동,분당수내3-A-18,수내3동 107-1번지,발이봉남로16번길 12,2018-07,4.0,37.36349,127.12769
1797,분당구,수내3동,분당수내3-A-19,수내3동 124-2번지,돌마로 364,2019-09,4.0,37.36721,127.12284
1798,분당구,수내3동,분당수내3-A-20,수내3동 155-4번지,발이봉북로 15,2019-09,3.0,37.3682,127.12868
1799,분당구,수내3동,분당수내3-A-21,수내3동 107-9번지,발이봉남로4번길 12,2019-09,4.0,37.36385,127.12892
1800,분당구,수내3동,분당수내3-A-22,수내3동 114-9,,2020-07,3.0,37.365798,127.130181
1801,분당구,수내3동,분당수내3-A-23,수내3동 112-4,,2020-07,5.0,37.36504,127.128635
1802,분당구,수내3동,분당수내3-A-24,수내3동 102-10,발이봉북로31번길 12,2020-07,3.0,37.363809,127.126323
1803,분당구,수내3동,분당수내3-A-25,수내3동 79-2,,2020-07,6.0,37.369939,127.124113
1804,분당구,수내4동,분당수내3-A-26,수내3동 113-1,,2020-12,4.0,37.365693,127.128473
1805,분당구,수내3동,분당수내3-A-27,수내3동 99,방이봉남로25번길8-4,2021-06,4.0,37.364811,127.124939
1806,분당구,수내3동,분당수내3-A-28,수내3동 123-2,백현로243번길,2021-10,8.0,37.36974,127.12629
1807,분당구,수내3동,분당수내3-A-29,수내3동 83-2,발이봉남로8번길5,2022-06,4.0,37.36757,127.12676
1808,분당구,수내3동,분당수내3-A-30,수내3동 115-9,,2022-08,4.0,37.365496,127.130491
1809,분당구,수내3동,분당수내3-A-31,수내3동 130-2,,2023-11,4.0,37.364458,127.125923
1810,분당구,수내3동,분당수내3-A-32,수내3동 155-4,내정로119번길 2 (정자동),2023-11,4.0,37.367581,127.130048
1811,분당구,수내3동,분당수내3-A-33,수내3동 105-3,황새울로12번길 12 (정자동),2023-08,5.0,37.364267,127.127748
1812,분당구,수내3동,분당수내3-A-34,수내3동 124-2,내정로7번길 18 (정자동),2023-08,5.0,37.366698,127.126923
1813,분당구,수내3동,분당수내3-A-35,수내3동 101-1,,2023-08,4.0,37.37735,127.11348
1814,분당구,수내3동,분당수내3-A-36,수내3동 130-4,백현로144번길 29-6,2023-11,4.0,37.365098,127.124721
1815,분당구,수내3동,분당수내3-A-37,수내동 129-9,백현로144번길 26 (정자동),2024-10,4.0,37.363952,127.127356
1816,분당구,정자동,분당정자-A-1,정자동 52번지,,2009,5.0,37.370991,127.114946
1817,분당구,정자동,분당정자-A-2,정자동 143-1번지,내정로113번길 12 (정자동),2009,5.0,37.361015,127.111358
1818,분당구,정자동,분당정자-A-3,정자동 145번지,황새울로 74 (정자동),2009,5.0,37.361186,127.112518
1819,분당구,정자동,분당정자-A-4,정자동 91-1번지,금곡로 298 (정자동),2009,5.0,37.366279,127.11179
1820,분당구,정자동,분당정자-A-5,정자동 39-4,황새울로132번길 16-1 (정자동),2021-06,4.0,37.371409,127.112423
1821,분당구,정자동,분당정자-A-6,정자동 76번지,,2009,5.0,37.371259,127.111824
1822,분당구,정자동,분당정자-A-7,정자동 100-3번지,"느티로 70 (정자동, 느티마을3,4단지)",2012,4.0,37.36163,127.10793
1823,분당구,정자동,분당정자-A-8,정자동 56-7번지,내정로7번길 24 (정자동),2013,5.0,37.370637,127.113842
1824,분당구,정자동,분당정자-A-9,정자동 89번지,느티로 69 (정자동),2013,4.0,37.366727,127.109847
1825,분당구,정자동,분당정자-A-10,정자동 183-1번지,황새울로132번길 16-7 (정자동),2013,4.0,37.357199,127.109237
1826,분당구,정자동,분당정자-A-11,정자동 35-8번지,내정로119번길 19 (정자동),2013,4.0,37.372773,127.111255
1827,분당구,정자동,분당정자-A-12,정자동 136-1번지,,2013,4.0,37.361632,127.112892
1828,분당구,정자동,분당정자-A-13,정자동 90번지,백현로144번길 26 (정자동),2014,4.0,37.36719,127.11477
1829,분당구,정자동,분당정자-A-14,정자동 144번지,내정로107번길 2 (정자동),2014,4.0,37.360902,127.111946
1830,분당구,정자동,분당정자-A-15,정자동 65-3번지,백현로156번길 24-1 (정자동),2014,5.0,37.368522,127.112393
1831,분당구,정자동,분당정자-A-16,정자동 36-9번지,느티로69번길 18 (정자동),2017-12,4.0,37.37222,127.11189
1832,분당구,정자동,분당정자-A-17,정자동 42-4번지,,2019-09,5.0,37.3721,127.11368
1833,분당구,정자동,분당정자-A-18,정자동 183-2번지,느티로87번길 2,2022-12,3.0,37.358399,127.108198
1834,분당구,정자동 ,분당정자-A-19,정자동 76번지,느티로51번길 1,2015,4.0,37.37191,127.11219
1835,분당구,정자동,분당정자-A-20,정자동 60번지,,2015,4.0,37.36968,127.11427
1836,분당구,정자동,분당정자-A-21,정자동 40-4번지,황새울로 60,2019-09,5.0,37.37084,127.11329
1837,분당구,정자동,분당정자-A-22,정자동 68-5번지,,2019-09,5.0,37.37005,127.11232
1838,분당구,정자동,분당정자-A-23,정자동 91-4번지,,2019-12,6.0,37.3661,127.10989
1839,분당구,정자동,분당정자-A-24,정자동 61-6,,2020-07,5.0,37.368601,127.114664
1840,분당구,정자동,분당정자-A-25,정자동 83-5,,2020-07,5.0,37.368564,127.109903
1841,분당구,정자동,분당정자-A-26,정자동 122,성남시 분당구 황새울로 124,2020-07,5.0,37.36352,127.10993
1842,분당구,정자동,분당정자-A-27,정자동 123,,2020-07,3.0,37.366112,127.110656
1843,분당구,정자동,분당정자-A-28,정자동 120-2,,2020-07,5.0,37.366051,127.109389
1844,분당구,정자동,분당정자-A-29,정자동 98-6,,2020-07,3.0,37.366046,127.108519
1845,분당구,정자동,분당정자-A-30,정자동 92-6,,2022-12,4.0,37.368489,127.109368
1846,분당구,정자동,분당정자-A-31,정자동 99-5,불정로71번길 4,2022-12,2.0,37.368498,127.108495
1847,분당구,정자동,분당정자-A-32,정자동 79-4,,2020-12,5.0,37.370516,127.10995
1848,분당구,정자동,분당정자-A-33,정자동 72,,2022-01,5.0,37.3712,127.1122
1849,분당구,정자동,분당정자-A-34,정자동 100-3,,2022-04,3.0,37.366038,127.108314
1850,분당구,정자동,분당정자-A-35,정자동 72,백현로 156,2022-01,5.0,37.3711,127.1126
1851,분당구,정자동,분당정자-A-36,정자동 75-2,,2022-06,4.0,37.37121,127.11129
1852,분당구,정자동,분당정자-A-37,정자동 141-14,,2022-08,5.0,37.360336,127.112487
1853,분당구,정자동,분당정자-A-38,정자동 100-3,황새울로116번길 16,2022-10,5.0,37.363459,127.109562
1854,분당구,정자동,분당정자-A-39,정자동 99-3,,2022-10,5.0,37.372443,127.109626
1855,분당구,정자동,분당정자-A-40,정자동 99-6,,2022-10,4.0,37.36346,127.108597
1856,분당구,정자동,분당정자-A-41,정자동 46-6,내정로7번길 18 (정자동),2023-11,4.0,37.372569,127.115292
1857,분당구,정자동,분당정자-A-42,정자동 189-9,,2023-11,5.0,37.361152,127.114021
1858,분당구,정자동,분당정자-A-43,정자동 139-1,,2023-08,4.0,37.359984,127.11322
