연번,구,동,관리번호,지번주소,도로명주소,설치일자,카메라대수,위도,경도
1457,중원구,상대원3동,중원상대원3-A-20,상대원3동 2313번지,,2015,5.0,37.44128,127.16419
1458,중원구,상대원3동,중원상대원3-A-21,상대원3동 828번지,금상로124번길 12-7 (상대원동),2016,5.0,37.44033,127.16671
1459,중원구,상대원3동,중원상대원3-A-22,상대원3동 682-1번지,,2016,5.0,37.44188,127.16783
1460,중원구,상대원3동,중원상대원3-A-23,상대원3동 2978-15번지,박석로97번길 16 (상대원동),2016,5.0,37.43749,127.15996
1461,중원구,상대원3동,중원상대원3-A-24,상대원3동 2327번지,박석로86번길 20 (상대원동),2016,4.0,37.44031,127.16292
1462,중원구,상대원3동,중원상대원3-A-25,상대원3동 822번지,박석로71번길 22-2 (상대원동),2017-11,5.0,37.44105,127.16673
1463,중원구,상대원3동,중원상대원3-A-26,상대원3동 2560번지,금상로18번길 12-20 (상대원동),2019-04,5.0,37.43747,127.16444
1464,중원구,상대원3동,중원상대원3-A-27,상대원3동 2983-29번지,금상로118번길 7 (상대원동),2019-04,3.0,37.43636,127.15964
1465,중원구,상대원3동,중원상대원3-A-28,상대원3동 582번지,희망로344번길 33 (상대원동),2019-04,3.0,37.44212,127.16738
1466,중원구,상대원3동,중원상대원3-A-29,상대원3동 2979-16번지,희망로326번길 3-4 (상대원동),2019-04,4.0,37.43782,127.16095
1467,중원구,상대원3동,중원상대원3-A-30,상대원3동 2985-9번지,희망로316번길 5-5 (상대원동),2019-09,3.0,37.4353,127.15852
1468,중원구,상대원3동,중원상대원3-A-31,상대원3동 2002번지,금상로124번길 10 (상대원동),2019-09,5.0,37.43444,127.15977
1469,중원구,상대원3동,중원상대원3-A-32,상대원3동 677번지,금상로40번길 3,2019-09,5.0,37.44169,127.16837
1470,중원구,상대원3동,중원상대원3-A-33,상대원3동 2362,희망로326번길 10,2020-07,5.0,37.438887,127.161606
1471,중원구,상대원3동,중원상대원3-A-34,상대원3동 2027,금상로 106,2020-07,5.0,37.435284,127.159311
1472,중원구,상대원3동,중원상대원3-A-35,상대원3동 612,금상로 124,2020-07,4.0,37.442704,127.166771
1473,중원구,상대원3동,중원상대원3-A-36,상대원3동 220,박석로49번길 39,2020-07,5.0,37.442213,127.168701
1474,중원구,상대원3동,중원상대원3-A-37,상대원3동 1753,박석로49번길 24-13,2020-12,4.0,37.437309,127.161493
1475,중원구,상대원3동,중원상대원3-A-38,상대원3동 2613,박석로72번길 3,2021-06,5.0,37.43773,127.16367
1476,중원구,상대원3동,중원상대원3-A-39,상대원3동 861,희망로344번길 10-2,2021-06,5.0,37.43921,127.16592
1477,중원구,상대원3동,중원상대원3-A-40,상대원3동 2984-1번지,희망로344번길 44-2,2021-12,5.0,37.43628,127.1593
1478,중원구,상대원3동,중원상대원3-A-41,상대원3동 2798번지,박석로85번길 34,2021-12,4.0,37.43853,127.16179
1479,중원구,상대원3동,중원상대원3-A-42,상대원3동 2812,,2022-08,5.0,37.43817,127.16233
1480,중원구,상대원3동,중원상대원3-A-43,상대원동 2986-15,금상로88,2023-09,5.0,37.435747,127.158217
1481,중원구,상대원3동,중원상대원3-A-44,상대원3동 781-2,박석로78　,2023-08,4.0,37.442048,127.164978
1482,중원구,상대원3동,중원상대원3-A-45,상대원3동 2117,박석로93번길 2,2023-08,4.0,37.439725,127.165255
1483,중원구,상대원3동,중원상대원3-A-46,상대원3동 2304,박석로91번길 14-1,2023-08,5.0,37.440995,127.16436
1484,중원구,상대원3동,중원상대원3-A-47,상대원3동 2302,금상로 31,2023-08,5.0,37.439943,127.163287
1485,중원구,상대원3동,중원상대원3-A-48,상대원3동 2968,,2023-08,4.0,37.438516,127.160537
1486,중원구,상대원3동,중원상대원3-A-49,상대원3동 302,,0,2.0,37.44257,127.16783
1487,중원구,상대원3동,중원상대원3-A-50,상대원3동 2342-3,박석로97번길 24,45383,5.0,37.439593,127.162271
1488,중원구,상대원3동,중원상대원3-A-51,상대원동 2341,박석로71번길 22-23,2024-10,3.0,37.439911,127.162627
1489,중원구,상대원3동,중원상대원3-A-52,상대원3동 2620,원터로38번길 4 (하대원동),2024-10,4.0,37.438168,127.163575
1490,중원구,하대원동,중원하대원-A-1,하대원동 125-1번지,둔촌대로 110 (하대원동),2010,4.0,37.430732,127.145068
1491,중원구,하대원동,중원하대원-A-2,하대원동 101-9번지,둔촌대로 291 (하대원동),2010,5.0,37.429053,127.131473
1492,중원구,하대원동,중원하대원-A-3,하대원동 132-6번지,둔촌대로280번길 8 (하대원동),2010,5.0,37.4304,127.150423
1493,중원구,하대원동,중원하대원-A-4,하대원동 155-1번지,마지로155번길 19 (하대원동),2010,4.0,37.428671,127.14942
1494,중원구,하대원동,중원하대원-A-5,하대원동 154-35번지,둔촌대로309번길 8 (하대원동),2010,5.0,37.427358,127.148488
1495,중원구,하대원동,중원하대원-A-6,하대원동 138-10번지,"원터로29번길 21 (하대원동, 은영빌라)",2010,5.0,37.43082,127.152157
1496,중원구,하대원동,중원하대원-A-7,하대원동 118-4,둔촌대로363번길 8 (하대원동),2010,4.0,37.429542,127.142205
1497,중원구,하대원동,중원하대원-A-8,하대원동 219-1번지,마지로 35-1 (하대원동),2010,5.0,37.43233,127.1568
1498,중원구,하대원동,중원하대원-A-9,하대원동 103-22번지,,2010,4.0,37.42817,127.13367
1499,중원구,하대원동,중원하대원-A-10,하대원동 155-7번지,"둔촌대로 300 (하대원동, 아튼빌아파트)",2011,5.0,37.427807,127.149732
1500,중원구,하대원동,중원하대원-A-11,하대원동 249번지,마지로 11 (하대원동),2011,5.0,37.42777,127.15154
1501,중원구,하대원동,중원하대원-A-12,하대원동 101-15번지,,2019-04,4.0,37.42835,127.13096
1502,중원구,하대원동,중원하대원-A-13,하대원동 182번지,둔촌대로263번길 8,2010,5.0,37.43358,127.15089
1503,중원구,하대원동,중원하대원-A-14,하대원동 130-22번지,원터로 25 (하대원동),2010,5.0,37.42952,127.14712
1504,중원구,하대원동,중원하대원-A-15,하대원동 123번지,마지로 119 (하대원동),2013,5.0,37.428936,127.144603
1505,중원구,하대원동,중원하대원-A-16,하대원동 148-17번지,마지로 7 (하대원동),2013,3.0,37.427282,127.142587
1506,중원구,하대원동,중원하대원-A-17,하대원동 101-6번지,"시민로28번길 6 (하대원동, 현대아파트)",2013,4.0,37.428401,127.130424
1507,중원구,하대원동,중원하대원-A-18,하대원동 190번지,"마지로163번길 33 (하대원동, 장미그린맨션)",2013,5.0,37.432379,127.15071
1508,중원구,하대원동,중원하대원-A-19,하대원동 158-9번지,,2013,4.0,37.427028,127.150793
1509,중원구,하대원동,중원하대원-A-20,하대원동 131-13,마지로 159 (하대원동),2023-09,5.0,37.429628,127.149662
1510,중원구,하대원동,중원하대원-A-21,하대원동 162번지,시민로 14 (하대원동),2014,4.0,37.42686,127.14652
1511,중원구,하대원동,중원하대원-A-22,하대원동 167-2번지,마지로155번길 27 (하대원동),2014,4.0,37.43114,127.15121
1512,중원구,하대원동,중원하대원-A-23,하대원동 155-8번지,제일로18번길 6 (하대원동),2014,5.0,37.427554,127.149319
1513,중원구,하대원동,중원하대원-A-24,하대원동 113-1번지,마지로134번길 9,2015,4.0,37.42877,127.1381
1514,중원구,하대원동,중원하대원-A-25,하대원동 346,,2023-08,4.0,37.427027,127.145425
1515,중원구,하대원동,중원하대원-A-26,하대원동 368-2번지,둔촌대로275번길 4-4 (하대원동),2016,4.0,37.43065,127.14897
1516,중원구,하대원동,중원하대원-A-27,하대원동 131-40번지,마지로134번길 2,2016,3.0,37.4298,127.14878
1517,중원구,하대원동,중원하대원-A-28,하대원동 351-3,"둔촌대로 228-6 (하대원동, 상우빌라)",2023-08,3.0,37.427246,127.144335
1518,중원구,하대원동,중원하대원-A-29,하대원동 148-7번지,원터로29번길 4 (하대원동),2019-04,3.0,37.427671,127.143614
1519,중원구,하대원동,중원하대원-A-30,하대원동 124-6번지,,2019-04,4.0,37.42988,127.14394
1520,중원구,하대원동,중원하대원-A-31,하대원동 156-37번지,,2019-04,4.0,37.42805,127.15026
1521,중원구,하대원동,중원하대원-A-32,하대원동 107-8번지,마지로163번길 16 (하대원동),2019-09,3.0,37.43121,127.14423
1522,중원구,하대원동,중원하대원-A-33,하대원동 310-2번지,시민로 5,2019-09,3.0,37.4267,127.14889
1523,중원구,하대원동,중원하대원-A-34,하대원동 135-3번지,원터로18번길 10,2019-12,5.0,37.43059,127.15136
1524,중원구,하대원동,중원하대원-A-35,하대원동 127-4번지,마지로155번길 22,2019-12,4.0,37.4292,127.14582
1525,중원구,하대원동,중원하대원-A-36,하대원동 160-22번지,,2019-12,3.0,37.42802,127.14869
1526,중원구,하대원동,중원하대원-A-37,하대원동 193-2번지,둔촌대로 331,2019-12,4.0,37.43201,127.15161
1527,중원구,하대원동,중원하대원-A-38,하대원동 210-1,원터로38번길 14,2020-07,4.0,37.430796,127.154567
1528,중원구,하대원동,중원하대원-A-39,하대원동 125-4,둔촌대로 263번길 10-11,2020-07,4.0,37.429996,127.145195
1529,중원구,하대원동,중원하대원-A-40,하대원동 130-9,둔촌대로 156-3,2020-07,2.0,37.429998,127.147714
1530,중원구,하대원동,중원하대원-A-41,하대원동 110-24,,2020-07,4.0,37.428876,127.136105
1531,중원구,하대원동,중원하대원-A-42,하대원동 195-1,마지로 139,2020-12,4.0,37.431373,127.152713
1532,중원구,하대원동,중원하대원-A-43,하대원동 149,,2021-06,4.0,37.42741,127.14486
1533,중원구,하대원동,중원하대원-A-44,하대원동 191-9,둔촌대로248번길 7,2021-06,3.0,37.43281,127.15116
1534,중원구,하대원동,중원하대원-A-45,하대원동 150,,2021-10,4.0,37.42738,127.14615
1535,중원구,하대원동,중원하대원-A-46,하대원동 182,,2021-12,6.0,37.43452,127.15026
1536,중원구,하대원동,중원하대원-A-47,하대원동 187,,2021-12,7.0,37.43353,127.15262
1537,중원구,하대원동,중원하대원-A-48,하대원동 332-1,,2024-10,4.0,37.43501,127.15434
1538,중원구,하대원동,중원하대원-A-49,하대원동 409-4,,2021-12,4.0,37.42573,127.14263
1539,중원구,하대원동,중원하대원-A-50,하대원동 17(안나의 집),,2021-12,5.0,37.42828,127.13248
1540,중원구,하대원동,중원하대원-A-51,하대원동 107 ,둔촌대로 256,2021-12,3.0,37.43058,127.14403
1541,중원구,하대원동,중원하대원-A-52,하대원동 153,둔촌대로263번길 12,2022-08,4.0,37.428609,127.146861
1542,중원구,하대원동,중원하대원-A-53,하대원동 130,둔촌대로190번길 3,2023-08,3.0,37.430147,127.147032
1543,중원구,하대원동,중원하대원-A-54,하대원동 114-14,,2023-08,4.0,37.428767,127.139189
1544,중원구,하대원동,중원하대원-A-55,하대원동 234-1,,2023-09,4.0,37.432961,127.157992
1545,중원구,하대원동,중원하대원-A-56,하대원동 113-11,,2023-09,4.0,37.428811,127.139138
1546,중원구,하대원동,중원하대원-A-57,하대원동 501-4,,2023-11,4.0,37.427531,127.129001
1547,중원구,하대원동,중원하대원-A-58,하대원동 504,,2023-11,4.0,37.427559,127.129509
1548,중원구,하대원동,중원하대원-A-59,하대원동 230-4,,2023-09,4.0,37.43258,127.157591
1549,중원구,하대원동,중원하대원-A-60,하대원동 143,,45383,4.0,37.428908,127.147959
1550,중원구,하대원동,중원하대원-A-61,하대원동 334,,45383,4.0,37.430117,127.147014
1551,중원구,하대원동,중원하대원-A-62,하대원동 182,마지로13번길 17,2024-10,4.0,37.434253,127.152135
1552,중원구,하대원동,중원하대원-A-63,하대원동 340,,2024-10,5.0,37.426824,127.146213
1553,중원구,하대원동,중원하대원-A-64,하대원동 378-7,시민로6번길 17,2024-10,5.0,37.427232,127.142982
1554,중원구,하대원동,중원하대원-A-65,하대원동 203-13,,2024-12,4.0,37.431224,127.153672
1555,중원구,하대원동,중원하대원-A-69,하대원동 272,,2022,4.0,37.429692,127.142806
1556,중원구,도촌동,중원도촌-A-1,도촌동 675번지,,2010,5.0,37.416111,127.151563
1557,중원구,도촌동,중원도촌-A-2,도촌동 745번지,,2010,4.0,37.416069,127.155201
1558,중원구,도촌동,중원도촌-A-3,도촌동 693번지,도촌로7번길 4-8 (도촌동),2010,3.0,37.413555,127.158344
1559,중원구,도촌동,중원도촌-A-4,도촌동 172번지,도촌로 12 (도촌동),2010,4.0,37.411658,127.167223
1560,중원구,도촌동,중원도촌-A-5,도촌동 546번지,,2008,3.0,37.415346,127.150477
1561,중원구,도촌동,중원도촌-A-6,도촌동 563번지,,2008,3.0,37.41502,127.150447
1562,중원구,도촌동,중원도촌-A-7,도촌동 380-23번지,도촌로 32 (도촌동),2012,3.0,37.41319,127.1498
1563,중원구,도촌동,중원도촌-A-8,여수동 257-12번지,도촌로7번길 4-12 (도촌동),2013,4.0,37.423869,127.128906
1564,중원구,도촌동,중원도촌-A-9,도촌동 605번지,,2013,4.0,37.416961,127.151083
1565,중원구,도촌동,중원도촌-A-10,도촌동 548번지,,2013,4.0,37.415787,127.150326
1566,중원구,도촌동,중원도촌-A-11,도촌동 653번지,도촌로 48-1 (도촌동),2014,4.0,37.415309,127.14883
1567,중원구,도촌동,중원도촌-A-12,도촌동 648번지,여수울로 37 (여수동),2014,5.0,37.412068,127.162586
1568,중원구,도촌동,중원도촌-A-13,도촌동 616번지,,2014,3.0,37.418386,127.151875
1569,중원구,도촌동,중원도촌-A-14,여수동 577번지,,2014,5.0,37.419491,127.132418
1570,중원구,도촌동,중원도촌-A-15,도촌동 654번지,,2014,4.0,37.418978,127.155345
1571,중원구,도촌동,중원도촌-A-16,도촌동 664번지,,2014,4.0,37.41143,127.166554
1572,중원구,도촌동,중원도촌-A-17,여수동 579번지,,2014,4.0,37.418458,127.134347
1573,중원구,도촌동,중원도촌-A-18,여수동 538번지,,2014,4.0,37.419716,127.131593
1574,중원구,도촌동,중원도촌-A-19,여수동 305번지,성남대로997번길 47 (여수동),2014,4.0,37.417757,127.126038
1575,중원구,도촌동,중원도촌-A-20,도촌동 646번지,갈현로 32-3 (갈현동),2015,5.0,37.4147,127.1591
1576,중원구,도촌동,중원도촌-A-21,여수동 248번지,,2015,5.0,37.41777,127.12497
1577,중원구,도촌동,중원도촌-A-22,갈현동 207-13번지,,2010,5.0,37.422961,127.17572
1578,중원구,도촌동,중원도촌-A-23,여수동 222-2번지,여수울로29번길 22 (여수동),2012,4.0,37.418326,127.123829
1579,중원구,도촌동,중원도촌-A-24,도촌동 651번지,,2016,3.0,37.41349,127.14592
1580,중원구,도촌동,중원도촌-A-25,여수동 541번지,,2016,4.0,37.42077,127.13247
1581,중원구,도촌동,중원도촌-A-26,갈현동 341-2번지,,2016,4.0,37.42223,127.17059
1582,중원구,도촌동,중원도촌-A-27,여수동 276-13번지,,2016,4.0,37.41865,127.12906
1583,중원구,도촌동,중원도촌-A-28,도촌동 655번지,도촌남로 99 (도촌동),2016,5.0,37.41584,127.15341
1584,중원구,도촌동,중원도촌-A-29,도촌동 658번지,,2016,1.0,37.41554,127.15678
1585,중원구,도촌동,중원도촌-A-30,도촌동 646번지,도촌남로 22-1 (도촌동),2017-11,4.0,37.41405,127.15696
1586,중원구,도촌동,중원도촌-A-31,갈현동 244-1번지,,2012,5.0,37.42317,127.17421
1587,중원구,도촌동,중원도촌-A-32,도촌동 506번지,여수울로15번길 4-1 (여수동),2018-10,5.0,37.41414,127.15021
1588,중원구,도촌동,중원도촌-A-33,갈현동 378-2번지,여수울로29번길 13 (여수동),2019-04,4.0,37.42203,127.16406
1589,중원구,도촌동,중원도촌-A-34,여수동 435번지,여수울로29번길 22-16 (여수동),2019-04,4.0,37.41911,127.1306
1590,중원구,도촌동,중원도촌-A-35,여수동 455번지,갈현로11번길 13 (갈현동),2019-04,5.0,37.41989,127.13243
1591,중원구,도촌동,중원도촌-A-36,여수동 549번지,연꽃로20번지 골목길 삼거리 (여수동),2019-04,4.0,37.42068,127.13406
1592,중원구,도촌동,중원도촌-A-37,갈현동 259-2번지,갈현로 29 (갈현동),2019-04,4.0,37.42294,127.17333
1593,중원구,도촌동,중원도촌-A-38,여수동 632번지,,2019-09,4.0,37.41637,127.13673
1594,중원구,도촌동,중원도촌-A-39,갈현동 168-14번지,여수울로 37 (여수초등학교 맞은편 횡단보도),2019-09,5.0,37.42342,127.17595
1595,중원구,도촌동,중원도촌-A-40,여수동 591번지,갈현로 29 (갈현동),2019-12,6.0,37.41681,127.13394
1596,중원구,도촌동,중원도촌-A-41,여수동 577번지,,2019-09,6.0,37.41865,127.13404
1597,중원구,도촌동,중원도촌-A-42,도촌동 676번지,여수울로 49,2019-09,5.0,37.41593,127.1523
1598,중원구,도촌동,중원도촌-A-43,도촌동 717-1,도촌로8번길 14,2020-07,5.0,37.414797,127.148211
1599,중원구,도촌동,중원도촌-A-44,여수동 578,도촌로7번길 5,2020-07,4.0,37.418809,127.134808
1600,중원구,도촌동,중원도촌-A-45,도촌동 569,여수대로 177,2020-07,4.0,37.414826,127.151944
1601,중원구,도촌동,중원도촌-A-46,도촌동 523,,2020-07,5.0,37.414726,127.15002
1602,중원구,도촌동,중원도촌-A-47,여수동 121,,2020-07,4.0,37.421828,127.121735
1603,중원구,도촌동,중원도촌-A-48,여수동 47-3,,2022-12,3.0,37.42172,127.11806
1604,중원구,도촌동,중원도촌-A-49,여수동 3-8,도촌로26번길 6-1,2022-12,3.0,37.42161,127.11718
1605,중원구,도촌동,중원도촌-A-50,갈현동 251-2,도촌북로 50,2020-12,4.0,37.422478,127.173798
1606,중원구,도촌동,중원도촌-A-51,도촌동 594,,2021-06,3.0,37.41624,127.15139
1607,중원구,도촌동,중원도촌-A-52,도촌동 746,,2021-10,5.0,37.4172,127.1552
1608,중원구,도촌동,중원도촌-A-53,도촌동 637,,2021-10,5.0,37.41655,127.15509
1609,중원구,도촌동,중원도촌-A-54,여수동 413,,2021-12,7.0,37.42307,127.13785
1610,중원구,도촌동,중원도촌-A-55,여수동 373,,2022-01,5.0,37.42093,127.12434
1611,중원구,도촌동,중원도촌-A-56,여수동 373,,2022-01,5.0,37.42008,127.1243
1612,중원구,도촌동,중원도촌-A-57,여수동 373,갈현로 51,2022-01,5.0,37.42008,127.12387
1613,중원구,도촌동,중원도촌-A-58,여수동 373,도촌남로 148,2022-01,5.0,37.42092,127.12393
1614,중원구,도촌동,중원도촌-A-59,갈현동 157-7,,2022-08,5.0,37.423887,127.178515
1615,중원구,도촌동,중원도촌-A-60,도촌동 708,,2022-08,4.0,37.411887,127.163012
1616,중원구,도촌동,중원도촌-A-61,도촌동 703,,2023-09,5.0,37.414555,127.155206
1617,중원구,도촌동,중원도촌-A-62,여수동 381,마지로328,2023-09,4.0,37.418915,127.128491
1618,중원구,도촌동,중원도촌-A-63,도촌동 654,여수동372,2023-08,4.0,37.418211,127.153626
1619,중원구,도촌동,중원도촌-A-64,갈현동 354-8,,2023-08,4.0,37.420747,127.162191
1620,중원구,도촌동,중원도촌-A-65,여수동 276-12,,2023-08,6.0,37.421221,127.128253
1621,중원구,도촌동,중원도촌-A-66,도촌동 169-1,,45383,5.0,37.411156,127.168733
1622,중원구,도촌동,중원도촌-A-67,도촌동 659,,45383,4.0,37.417318,127.156366
1623,중원구,도촌동,중원도촌-A-68,갈현동 523,,45383,5.0,37.420051,127.157168
1624,중원구,도촌동,중원도촌-A-69,갈현동 103-5,,45383,3.0,37.419453,127.187141
1625,중원구,도촌동,중원도촌-A-70,여수동 273-3,,2024-10,4.0,37.421501,127.131918
1626,중원구,도촌동,중원도촌-D-1,여수동 219번지,,2016,2.0,37.41868,127.1254
1627,중원구,도촌동,중원도촌-D-2,여수동 181번지,,2016,4.0,37.41867,127.12728
1628,중원구,도촌동,중원도촌-D-3,도촌동 567 (세일프라자 앞),장안로 70 (분당동),2008-10,1.0,37.41437,127.15122
1629,중원구,도촌동,중원도촌-D-4,도촌동 567 (세일프라자 맞은편),,2008-10,1.0,37.41426,127.15103
1630,중원구,도촌동,중원도촌-D-5,여수동 185번지,,2016,3.0,37.41781,127.12847
1631,중원구,도촌동,중원도촌-D-8,여수동 247번지,분당로343번길 6 (분당동),2016,2.0,37.4178,127.12468
1632,중원구,도촌동,중원도촌-D-9,여수동 425,분당로311번길 4 (분당동),2016-04,3.0,37.41876,127.13218
1633,분당구,분당동,분당분당-A-1,분당동 102번지,선지봉로 3 (분당동),2008,5.0,37.374913,127.144531
1634,분당구,분당동,분당분당-A-2,분당동 114번지,선지봉로7번길 4 (분당동),2008,5.0,37.370527,127.146472
1635,분당구,분당동,분당분당-A-3,분당동 195-1번지,서현로439번길 27 (분당동),2008,5.0,37.369555,127.1475
1636,분당구,분당동,분당분당-A-4,분당동 124번지,분당로311번길 10-3 (분당동),2008,3.0,37.369265,127.146561
1637,분당구,분당동,분당분당-A-5,분당동 149-1번지,예원로 22 (분당동),2008,5.0,37.367136,127.144242
1638,분당구,분당동,분당분당-A-6,분당동 168-16번지,예원로6번길 32 (분당동),2008,5.0,37.367206,127.141518
1639,분당구,분당동,분당분당-A-7,분당동 173-1번지,서현로429번길 30 (분당동),2008,5.0,37.365951,127.141864
1640,분당구,분당동,분당분당-A-8,분당동 180-2번지,,2008,4.0,37.36556,127.142113
1641,분당구,분당동,분당분당-A-9,분당동 106-6번지,,2009,4.0,37.37635,127.14575
1642,분당구,분당동,분당분당-A-10,분당동 162번지,"예원로 7 (분당동, 동아빌라)",2009,5.0,37.36757,127.142692
1643,분당구,분당동,분당분당-A-11,분당동 51-8번지,,2010,5.0,37.369731,127.134393
1644,분당구,분당동,분당분당-A-12,분당동 57-10번지,,2011,5.0,37.368545,127.135027
1645,분당구,분당동,분당분당-A-13,분당동 108-1번지,,2011,5.0,37.376555,127.144799
1646,분당구,분당동,분당분당-A-14,분당동 194-3번지,,2012,5.0,37.372592,127.143017
1647,분당구,분당동,분당분당-A-15,분당동 88번지,분당로 196 (분당동),2012,5.0,37.369442,127.143579
1648,분당구,분당동,분당분당-A-16,분당동 45번지,장안로14번길 37 (분당동),2013,4.0,37.371001,127.133519
1649,분당구,분당동,분당분당-A-17,분당동 89번지,서현로421번길 6 (분당동),2013,4.0,37.370698,127.141045
1650,분당구,분당동,분당분당-A-18,분당동 179번지,,2013,5.0,37.36555,127.14133
1651,분당구,분당동,분당분당-A-19,분당동 160-10,분당로381번길 5-2 (분당동),45383,4.0,37.368442,127.141602
1652,분당구,분당동,분당분당-A-20,분당동 91번지,장안로52번길 3 (분당동),2013,3.0,37.37161,127.1439
1653,분당구,분당동,분당분당-A-21,분당동 36번지,"서현로478번길 25 (분당동, 두앙노빌리티)",2013,3.0,37.373896,127.131934
1654,분당구,분당동,분당분당-A-22,분당동 146-15번지,분당로327번길 2 (분당동),2013,4.0,37.367951,127.145312
1655,분당구,분당동,분당분당-A-23,분당동 100-5번지,,2013,5.0,37.374731,127.143649
1656,분당구,분당동,분당분당-A-24,분당동 37번지,"수내로 201 (분당동, 샛별마을삼부아파트)",2014,5.0,37.371993,127.130253
1657,분당구,분당동,분당분당-A-25,분당동 127-8번지,"장안로25번길 28 (분당동, 건영아파트)",2014,5.0,37.368801,127.147048
1658,분당구,분당동,분당분당-A-26,분당동 118-1번지,장안로26번길 12 (분당동),2014,5.0,37.370927,127.144664
1659,분당구,분당동,분당분당-A-27,분당동 139번지,장안로56번길 32 (분당동),2014,4.0,37.36975,127.14453
1660,분당구,분당동,분당분당-A-28,분당동 151-8번지,,2014,5.0,37.366427,127.142928
1661,분당구,분당동,분당분당-A-29,분당동 28-5번지,분당로327번길 12 (분당동),2014,4.0,37.374195,127.150717
1662,분당구,분당동,분당분당-A-30,분당동 39번지,분당로 355-2 (분당동),2014,5.0,37.37048,127.12748
1663,분당구,분당동,분당분당-A-31,분당동 67번지,,2014,5.0,37.370762,127.140028
1664,분당구,분당동,분당분당-A-32,분당동 156번지,서현로478번길 3 (분당동),2014,6.0,37.368716,127.143462
1665,분당구,분당동,분당분당-A-33,분당동 120-6번지,서현로494번길 20 (분당동),2015,5.0,37.36856,127.14573
1666,분당구,분당동,분당분당-A-34,분당동 198-1번지,분당로381번길 14 (분당동),2015,7.0,37.374314,127.143363
1667,분당구,분당동,분당분당-A-35,분당동 153-15번지,장안로62번길 38 (분당동),2016,3.0,37.3671,127.14304
1668,분당구,분당동,분당분당-A-36,분당동 147-3번지,선지봉로16번길 6 (분당동),2016,4.0,37.36745,127.14534
1669,분당구,분당동,분당분당-A-37,분당동 64-1번지,서현로439번길 13 (분당동),2016,3.0,37.36847,127.13341
1670,분당구,분당동,분당분당-A-38,분당동 129-16번지,선지봉로20번길 10 (분당동),2017-08,4.0,37.37077,127.1472
1671,분당구,분당동,분당분당-A-39,분당동 119-4번지,선지봉로6번길 12 (분당동),2017-08,4.0,37.36957,127.14558
1672,분당구,분당동,분당분당-A-40,분당동 121-10번지,분당로311번길 10-6 (분당동),2017-08,5.0,37.3689,127.14631
1673,분당구,분당동,분당분당-A-41,분당동 126-3번지,,2018-07,4.0,37.36855,127.14653
1674,분당구,분당동,분당분당-A-42,분당동 177-8번지,서현로 429번길 18,2018-07,4.0,37.36526,127.14092
1675,분당구,분당동,분당분당-A-43,분당동 103-9번지,장안로 51번길 10,2018-07,4.0,37.37496,127.1459
1676,분당구,분당동,분당분당-A-44,분당동 183-7번지,불정로 308,2019-09,3.0,37.36516,127.1402
1677,분당구,분당동,분당분당-A-45,분당동 172-7번지,장안로 4번길1,2019-09,4.0,37.36653,127.1409
1678,분당구,분당동,분당분당-A-46,분당동 167-6번지,분당로311번길 12,2019-09,5.0,37.36728,127.14306
1679,분당구,분당동,분당분당-A-47,분당동 193-1번지,장안로4번길 1-6,2019-12,5.0,37.36913,127.13921
1680,분당구,분당동,분당분당-A-48,분당동 105-1,,2020-07,4.0,37.375558,127.144712
1681,분당구,분당동,분당분당-A-49,분당동 194-3,,2020-07,4.0,37.372373,127.143127
1682,분당구,분당동,분당분당-A-50,분당동 41,,2020-07,3.0,37.370126,127.130453
1683,분당구,분당동,분당분당-A-51,분당동 165-8,예원로36번길 17,2020-07,4.0,37.367804,127.140871
1684,분당구,분당동,분당분당-A-52,분당동 163,분당로 271,2020-12,5.0,37.367873,127.142208
1685,분당구,분당동,분당분당-A-53,분당동 166-4,장안로56번길 3-2,2021-06,4.0,37.368084,127.141405
1686,분당구,분당동,분당분당-A-54,분당동 124번지,예원로6번길 61,2021-06,5.0,37.369529,127.146442
1687,분당구,분당동,분당분당-A-55,분당동 37,장안로25번길 28,2022-06,5.0,37.37149,127.13067
1688,분당구,분당동,분당분당-A-56,분당동 37,,2022-06,6.0,37.3731,127.1289
1689,분당구,분당동,분당분당-A-57,분당동 189-10,분당로 271,2022-08,4.0,37.390302,127.025003
1690,분당구,분당동,분당분당-A-58,분당동 72,문정로 145,2023-11,3.0,37.370171,127.138168
1691,분당구,분당동,분당분당-A-59,분당동 115-7,문정로 145,2023-11,4.0,37.371136,127.146061
1692,분당구,분당동,분당분당-A-60,분당동 62-1,문정로 145,2023-08,4.0,37.368375,127.137022
1693,분당구,분당동,분당분당-A-61,분당동 67,,2023-08,5.0,37.3713,127.140606
1694,분당구,분당동,분당분당-A-62,분당동 200-1,장안로4번길 2,2023-11,4.0,37.372901,127.143736
1696,분당구,분당동,분당분당-A-64,분당동 101,"내정로 185 (수내동, 양지마을청구아파트)",2024-10,3.0,37.375022,127.143684
1697,분당구,분당동,분당분당-A-65,분당동 101,,2024-10,4.0,37.375298,127.144554
1698,분당구,분당동,분당분당-A-66,분당동 101,,2024-10,5.0,37.375364,127.144097
1699,분당구,분당동,분당분당-A-67,분당동 99-8,수내로90번길 26 (수내동),2024-10,5.0,37.374316,127.145696
1700,분당구,분당동,분당분당-A-68,분당동 170-7,수내로46번길 26 (수내동),2024-10,4.0,37.367767,127.140464
