연번,위도,경도,보호구역아이디,시군구명,대상시설명,관할경찰서명,데이터기준일자
198,37.358424,127.105876,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
199,37.358548,127.105871,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
200,37.359283,127.105868,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
201,37.359728,127.106249,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
202,37.360062,127.105785,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
203,37.361585,127.105855,성남-01-015,성남시 분당구,늘푸른초등학교,분당경찰서,2022-08-25
204,37.396128,127.115208,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
205,37.396315,127.115597,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
206,37.396127,127.115696,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
207,37.395556,127.117021,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
208,37.397007,127.116622,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
209,37.394412,127.117019,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
210,37.394461,127.118555,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
211,37.396161,127.117174,성남-01-016,성남시 분당구,보평초등학교,분당경찰서,2022-07-27
212,37.391046,127.079376,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
213,37.390971,127.079364,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
214,37.390754,127.079406,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
215,37.390535,127.079999,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
216,37.390297,127.081021,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
217,37.390121,127.081627,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
218,37.390531,127.081512,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
219,37.389808,127.081351,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
220,37.389495,127.081039,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
221,37.388861,127.080821,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
222,37.388658,127.080991,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
223,37.388571,127.081109,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
224,37.388571,127.081109,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
225,37.388647,127.080079,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
226,37.389022,127.078185,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
227,37.389181,127.077403,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
228,37.389295,127.077421,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
229,37.389251,127.076305,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
230,37.389238,127.075737,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
231,37.389405,127.074727,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
232,37.389051,127.075568,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
233,37.388898,127.075508,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
234,37.389778,127.075569,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
235,37.389929,127.075577,성남-01-017,성남시 분당구,산운초등학교,분당경찰서,2022-09-02
236,37.391655,127.069681,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
237,37.391337,127.067135,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
238,37.390226,127.067995,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
239,37.391708,127.068132,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
240,37.392088,127.068191,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
241,37.392409,127.068002,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
242,37.392661,127.066388,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
243,37.392851,127.068635,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
244,37.393147,127.069434,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
245,37.393061,127.070188,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
246,37.392913,127.069142,성남-01-018,성남시 분당구,운중초등학교,분당경찰서,2022-09-01
247,37.391965,127.098446,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
248,37.392018,127.099211,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
249,37.391976,127.099864,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
250,37.392564,127.098348,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
251,37.392688,127.098572,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
252,37.392779,127.098793,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
253,37.392993,127.100801,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
254,37.394641,127.098696,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
255,37.394632,127.098361,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
256,37.394637,127.100352,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
257,37.394661,127.098099,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
258,37.394813,127.100217,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
259,37.395643,127.098055,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
260,37.396128,127.097972,성남-01-019,성남시 분당구,낙생초등학교,분당경찰서,2022-08-25
261,37.386284,127.112339,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
262,37.385791,127.111626,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
263,37.386388,127.111016,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
264,37.387851,127.110995,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
265,37.387816,127.108767,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
266,37.388094,127.112336,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
267,37.388571,127.112675,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
268,37.386309,127.113085,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
269,37.387755,127.113181,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
270,37.385961,127.112736,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
271,37.388081,127.111834,성남-01-020,성남시 분당구,신백현초등학교,분당경찰서,2022-08-11
272,37.391261,127.116678,성남-01-021,성남시 분당구,성남화랑초등학교,분당경찰서,2022-08-29
273,37.388131,127.115621,성남-01-021,성남시 분당구,성남화랑초등학교,분당경찰서,2022-08-29
274,37.387857,127.114635,성남-01-021,성남시 분당구,성남화랑초등학교,분당경찰서,2022-08-29
275,37.389292,127.116489,성남-01-021,성남시 분당구,성남화랑초등학교,분당경찰서,2022-08-29
276,37.389826,127.116656,성남-01-021,성남시 분당구,성남화랑초등학교,분당경찰서,2022-08-29
277,37.387841,127.113367,성남-01-021,성남시 분당구,성남화랑초등학교,분당경찰서,2022-08-29
